@relation Records-weka.filters.unsupervised.attribute.StringToNominal-R1-1

@attribute TypeOfBet {'MATCH ODDS','OVER / UNDER','ASIAN HANDICAP'}
@attribute Odds numeric
@attribute Liquidity numeric

@data
'ASIAN HANDICAP',1.97,2007.421813
'OVER / UNDER',3.4,1497.811551
'MATCH ODDS',2.05,1745.093406
'MATCH ODDS',2,1769.94531
'ASIAN HANDICAP',1.88,2081.60389
'MATCH ODDS',2.05,1745.093406
'MATCH ODDS',3.6,1715.13114
'OVER / UNDER',1.85,1771.690616
'MATCH ODDS',4.26,1192.693617
'MATCH ODDS',1.5,1398.082164
'ASIAN HANDICAP',1.75,1451.624936
'MATCH ODDS',3.11,1715.279787
'MATCH ODDS',3.27,1715.260137
'MATCH ODDS',3.42,1715.260137
'MATCH ODDS',3.42,1715.260137
'ASIAN HANDICAP',1.95,2006.3973
'OVER / UNDER',2.07,1642.48019
'MATCH ODDS',3.26,1715.260137
'ASIAN HANDICAP',1.82,2082.196843
'ASIAN HANDICAP',2.11,1943.26468
'OVER / UNDER',1.8,1769.126934
'MATCH ODDS',3.17,1715.279787
'MATCH ODDS',3.1,1738.539212
'ASIAN HANDICAP',1.74,2056.015179
'ASIAN HANDICAP',1.96,440.313632
'OVER / UNDER',1.96,1783.545555
'MATCH ODDS',2.7,1740.823425
'ASIAN HANDICAP',1.93,1946.011181
'MATCH ODDS',3.88,1712.721979
'MATCH ODDS',3.46,219.694724
'MATCH ODDS',3.1,1715.279787
'ASIAN HANDICAP',2.02,2024.78711
'ASIAN HANDICAP',1.74,1998.002728
'ASIAN HANDICAP',1.74,2075.629065
'OVER / UNDER',1.77,430.515248
'MATCH ODDS',3.27,387.05271
'MATCH ODDS',3.64,343.058889
'ASIAN HANDICAP',1.92,207.67219
'MATCH ODDS',2.15,1766.00466
'ASIAN HANDICAP',1.9,2005.544998
'MATCH ODDS',2.42,1753.360257
'ASIAN HANDICAP',1.83,2000.940034
'MATCH ODDS',1.73,1765.4908
'MATCH ODDS',5.1,1537.452964
'MATCH ODDS',1.8,1769.143328
'ASIAN HANDICAP',1.9,2074.06561
'MATCH ODDS',1.75,1770.643224
'MATCH ODDS',1.83,1769.138789
'MATCH ODDS',3.22,1715.279787
'OVER / UNDER',2.5,1770.759558
'MATCH ODDS',2.1,257.104679
'MATCH ODDS',2.05,1771.500188
'MATCH ODDS',2.45,219.694724
'OVER / UNDER',1.95,1771.869321
'ASIAN HANDICAP',1.75,1952.915227
'MATCH ODDS',2.35,1726.182149
'MATCH ODDS',2.5,1751.668664
'ASIAN HANDICAP',1.95,1978.627732
'ASIAN HANDICAP',2.08,2023.23745
'ASIAN HANDICAP',2.08,1983.990997
'MATCH ODDS',1.73,1765.4908
'ASIAN HANDICAP',1.8,2000.944573
'ASIAN HANDICAP',1.82,1603.816156
'MATCH ODDS',3.1,1715.279787
'ASIAN HANDICAP',1.84,1992.421663
'ASIAN HANDICAP',1.97,2076.332084
'MATCH ODDS',3.1,1715.279787
'OVER / UNDER',2.07,447.48341
'ASIAN HANDICAP',1.97,2080.707294
'ASIAN HANDICAP',1.92,2081.25821
'MATCH ODDS',1.85,1768.975491
'MATCH ODDS',7,386.966519
'ASIAN HANDICAP',2.38,408.781243
'ASIAN HANDICAP',1.9,454.848816
'MATCH ODDS',7,386.966519
'MATCH ODDS',1.83,219.694724
'MATCH ODDS',4.18,219.694724
'MATCH ODDS',6.63,1735.628795
'ASIAN HANDICAP',1.94,2029.710691
'MATCH ODDS',1.73,219.694724
'ASIAN HANDICAP',1.98,2063.840381
'MATCH ODDS',3.2,1738.539212
'MATCH ODDS',2.75,1738.728526
'ASIAN HANDICAP',2.01,2076.16105
'ASIAN HANDICAP',1.83,2397.006735
'ASIAN HANDICAP',2.05,2423.383247
'MATCH ODDS',3.44,219.694724
'OVER / UNDER',1.78,1768.925555
'OVER / UNDER',2.2,1776.576847
'OVER / UNDER',2.13,1786.73099
'MATCH ODDS',2,1769.94531
'OVER / UNDER',2.03,1788.903786
'MATCH ODDS',1.67,1763.553077
'MATCH ODDS',1.85,1768.975491
'MATCH ODDS',2.03,1767.940702
'MATCH ODDS',2.01,1768.300972
'ASIAN HANDICAP',1.91,2029.924004
'ASIAN HANDICAP',1.81,2082.812
'MATCH ODDS',2.5,1751.668664
'ASIAN HANDICAP',2.05,2064.601875
'OVER / UNDER',1.9,1772.071806
'MATCH ODDS',3.3,1715.260137
'ASIAN HANDICAP',2.62,1946.454759
'ASIAN HANDICAP',1.8,2023.082117
'ASIAN HANDICAP',2.04,2063.454589
'MATCH ODDS',1.91,1772.641879
'MATCH ODDS',1.91,1772.641879
'MATCH ODDS',2.06,1769.455736
'ASIAN HANDICAP',1.88,1976.374036
'MATCH ODDS',2.05,1769.85585
'ASIAN HANDICAP',1.89,1976.374036
'ASIAN HANDICAP',1.89,1997.040088
'MATCH ODDS',3.24,1715.279787
'MATCH ODDS',3.2,1715.279787
'MATCH ODDS',2.05,1745.093406
'MATCH ODDS',1.85,1398.082164
'ASIAN HANDICAP',1.84,1451.624936
'MATCH ODDS',3.23,1715.279787
'MATCH ODDS',3.24,1715.279787
'MATCH ODDS',2.1,1744.022408
'MATCH ODDS',2.05,1745.093406
'MATCH ODDS',3.3,677.672468
'MATCH ODDS',3.2,677.672468
'MATCH ODDS',3.18,347.377643
'MATCH ODDS',2.44,1252.172191
'MATCH ODDS',2.37,1252.172191
'MATCH ODDS',3.05,1715.281486
'MATCH ODDS',3,1715.427547
'MATCH ODDS',3,1192.693617
'MATCH ODDS',2.6,1192.693617
'MATCH ODDS',4.07,257.104679
'MATCH ODDS',1.85,257.104679
'MATCH ODDS',3.26,1715.260137
'MATCH ODDS',1.83,1770.783127
'MATCH ODDS',2.15,1767.648998
'ASIAN HANDICAP',2.02,1984.038524
'MATCH ODDS',2.15,1767.648998
'OVER / UNDER',1.85,1765.131284
'MATCH ODDS',2.15,1767.648998
'MATCH ODDS',2.25,1755.253761
'OVER / UNDER',1.79,1793.747295
'OVER / UNDER',1.72,1789.728762
'MATCH ODDS',2.25,1340.078869
'MATCH ODDS',3.77,1192.693617
'OVER / UNDER',1.74,1633.874969
'OVER / UNDER',1.92,1793.481081
'MATCH ODDS',2.6,1742.529252
'MATCH ODDS',4.57,1712.705652
'MATCH ODDS',3.6,1715.13114
'ASIAN HANDICAP',1.87,2023.113169
'ASIAN HANDICAP',1.95,2052.651426
'MATCH ODDS',1.67,1763.553077
'ASIAN HANDICAP',1.92,1988.365025
'ASIAN HANDICAP',1.8,2062.587496
'MATCH ODDS',3.53,1715.13114
'MATCH ODDS',4.18,1712.721077
'MATCH ODDS',1.89,749.056645
'MATCH ODDS',4.33,1712.714041
'MATCH ODDS',3.2,1715.279787
'MATCH ODDS',1.91,1772.641879
'ASIAN HANDICAP',2.14,1980.721835
'ASIAN HANDICAP',1.8,2062.587496
'ASIAN HANDICAP',1.83,7361.349294
'MATCH ODDS',3.13,1715.279787
'MATCH ODDS',1.95,1748.824162
'OVER / UNDER',1.81,1794.180355
'ASIAN HANDICAP',2.05,2065.830567
'ASIAN HANDICAP',1.83,2060.064544
'ASIAN HANDICAP',1.85,2062.40456
'MATCH ODDS',3.4,1715.260137
'ASIAN HANDICAP',1.8,1979.678222
'MATCH ODDS',3.1,1715.279787
'MATCH ODDS',2.97,219.694724
'ASIAN HANDICAP',1.76,2078.543412
'ASIAN HANDICAP',1.86,2076.710756
'ASIAN HANDICAP',1.82,2076.821453
'ASIAN HANDICAP',2,1996.632208
'OVER / UNDER',2.09,1750.817985
'OVER / UNDER',1.83,1793.552853
'MATCH ODDS',1.89,1771.073127
'MATCH ODDS',1.93,1774.118741
'ASIAN HANDICAP',2.38,2005.627518
'OVER / UNDER',1.74,1778.160652
'MATCH ODDS',3.4,1715.260137
'ASIAN HANDICAP',1.99,2001.954465
'ASIAN HANDICAP',1.73,1980.942504
'OVER / UNDER',1.8,749.056645
'MATCH ODDS',3.15,1715.279787
'MATCH ODDS',3.8,1712.721979
'OVER / UNDER',2.07,1767.75147
'OVER / UNDER',2.04,447.48341
'ASIAN HANDICAP',1.87,2062.618548
'ASIAN HANDICAP',1.92,2081.873367
'OVER / UNDER',2,1788.733225
'ASIAN HANDICAP',1.86,2022.966881
'ASIAN HANDICAP',2.09,749.056645
'OVER / UNDER',2.14,1764.31561
'ASIAN HANDICAP',1.91,2001.120256
'ASIAN HANDICAP',1.86,2021.415659
'ASIAN HANDICAP',2.1,749.056645
'OVER / UNDER',1.79,749.056645
'ASIAN HANDICAP',2.34,749.056645
'OVER / UNDER',2.06,749.056645
'OVER / UNDER',1.72,749.056645
'OVER / UNDER',2.66,1738.028187
'OVER / UNDER',2.07,749.056645
'MATCH ODDS',1.95,749.056645
'MATCH ODDS',1.83,749.056645
'MATCH ODDS',3.4,749.056645
'MATCH ODDS',3.5,749.056645
'MATCH ODDS',3.05,1738.54091
'MATCH ODDS',2.63,1742.529252
'ASIAN HANDICAP',1.75,1947.327768
'MATCH ODDS',3.1,1715.279787
'MATCH ODDS',3.2,1715.279787
'MATCH ODDS',3.2,1715.279787
'ASIAN HANDICAP',1.85,2076.643057
'MATCH ODDS',3.4,1715.260137
'MATCH ODDS',3.27,1715.260137
'ASIAN HANDICAP',2.17,2069.324654
'MATCH ODDS',3.25,423.464498
'ASIAN HANDICAP',1.5,2012.610169
'MATCH ODDS',3.1,1715.279787
'MATCH ODDS',3.1,1715.279787
'OVER / UNDER',1.84,1765.13605
'MATCH ODDS',3.2,1715.279787
'MATCH ODDS',2.4,1751.695256
'MATCH ODDS',3.15,1715.279787
'MATCH ODDS',3.62,1715.13114
'MATCH ODDS',3.53,1715.13114
'MATCH ODDS',2.19,1757.586358
'MATCH ODDS',2.3,1753.101293
'MATCH ODDS',2.3,1753.101293
'OVER / UNDER',2.02,1766.774889
'OVER / UNDER',2.1,1767.106148
'ASIAN HANDICAP',1.75,1995.262825
'ASIAN HANDICAP',1.83,1979.673683
'ASIAN HANDICAP',2.02,1942.99117
'OVER / UNDER',2.01,1766.786719
'OVER / UNDER',1.93,1793.481081
'OVER / UNDER',1.9,1771.873645
'ASIAN HANDICAP',1.98,1944.711342
'ASIAN HANDICAP',1.9,2028.933036
'MATCH ODDS',1.76,1768.998886
'MATCH ODDS',3.14,1715.279787
'ASIAN HANDICAP',1.84,2022.903948
'MATCH ODDS',3.2,1715.279787
'MATCH ODDS',1.82,1770.783127
'ASIAN HANDICAP',2.01,1953.759189
'MATCH ODDS',3.2,1715.279787
'MATCH ODDS',1.84,1770.624596
'MATCH ODDS',1.83,1770.783127
'ASIAN HANDICAP',1.89,2060.100135
'MATCH ODDS',2.05,1745.093406
'OVER / UNDER',1.92,1782.634116
'MATCH ODDS',3,1715.427547
'MATCH ODDS',3.1,1715.279787
'MATCH ODDS',2.9,1715.400731
'MATCH ODDS',3,1715.427547
'ASIAN HANDICAP',1.89,1979.414584
'MATCH ODDS',3.1,1715.279787
'MATCH ODDS',3.31,1715.260137
'ASIAN HANDICAP',2.21,1927.521104
'OVER / UNDER',2.13,1764.319968
'ASIAN HANDICAP',1.78,1952.915227
'ASIAN HANDICAP',2.06,1984.785696
'MATCH ODDS',3.14,1715.279787
'OVER / UNDER',1.86,1755.020019
'MATCH ODDS',3.1,1715.279787
'MATCH ODDS',3.25,1715.260137
'ASIAN HANDICAP',2.75,1931.237962
'MATCH ODDS',1.69,424.754817
'MATCH ODDS',3.1,1715.279787
'MATCH ODDS',3,1715.427547
'MATCH ODDS',3.5,1715.13114
'MATCH ODDS',3.5,423.464498
'OVER / UNDER',1.93,447.48341
'MATCH ODDS',1.95,1748.824162
'MATCH ODDS',3.04,1715.281486
'MATCH ODDS',3.03,1715.281486
'MATCH ODDS',3.02,1715.281486
'OVER / UNDER',1.94,447.48341
'OVER / UNDER',1.99,1639.493417
'ASIAN HANDICAP',1.98,1985.740254
'MATCH ODDS',3,1715.427547
'MATCH ODDS',3,1715.427547
'MATCH ODDS',3,1715.427547
'MATCH ODDS',3.06,1715.281486
'MATCH ODDS',1.91,1774.286217
'MATCH ODDS',3.1,1715.279787
'MATCH ODDS',3.21,1715.279787
'ASIAN HANDICAP',1.92,2029.756529
'ASIAN HANDICAP',1.83,2062.582957
'MATCH ODDS',1.75,1770.643224
'OVER / UNDER',1.96,1765.41493
'MATCH ODDS',2.32,1753.098188
'MATCH ODDS',2.23,1755.254913
'MATCH ODDS',2.5,424.754817
'MATCH ODDS',4.5,1735.648598
'MATCH ODDS',3.26,1715.260137
'MATCH ODDS',3.24,1715.279787
'MATCH ODDS',2.21,1755.053694
'ASIAN HANDICAP',1.93,1988.365025
'MATCH ODDS',3.22,1715.279787
'OVER / UNDER',1.99,1639.493417
'ASIAN HANDICAP',1.79,1936.580709
'ASIAN HANDICAP',2.14,1994.711545
'MATCH ODDS',3.2,1715.279787
'ASIAN HANDICAP',2.44,1983.836866
'MATCH ODDS',2.99,1715.428773
'MATCH ODDS',3.1,1715.279787
'MATCH ODDS',3.11,1715.279787
'MATCH ODDS',2.45,1753.360257
'ASIAN HANDICAP',1.94,1971.2081
'OVER / UNDER',1.8,1576.94374
'MATCH ODDS',3,1715.427547
'MATCH ODDS',3,1715.427547
'MATCH ODDS',2.9,1715.400731
'ASIAN HANDICAP',1.7,1992.100947
'MATCH ODDS',3.5,1715.13114
'OVER / UNDER',1.93,1771.797239
'MATCH ODDS',3.28,1715.260137
'OVER / UNDER',1.89,1772.232992
'ASIAN HANDICAP',1.93,2069.132333
'ASIAN HANDICAP',1.92,2073.849505
'MATCH ODDS',2.7,749.056645
'ASIAN HANDICAP',2.23,1927.825896
'ASIAN HANDICAP',1.87,2073.092037
'MATCH ODDS',2.1,1770.462993
'MATCH ODDS',1.76,1768.998886
'MATCH ODDS',2.1,1770.462993
'MATCH ODDS',1.83,1769.138789
'ASIAN HANDICAP',1.9,2069.484696
'OVER / UNDER',2.26,749.056645
'ASIAN HANDICAP',1.88,415.992998
'ASIAN HANDICAP',1.8,2085.238155
'ASIAN HANDICAP',1.78,2068.097934
'MATCH ODDS',2.25,1753.609423
'OVER / UNDER',2.04,1696.148489
'ASIAN HANDICAP',1.93,2073.849505
'ASIAN HANDICAP',1.91,2074.01698
'ASIAN HANDICAP',1.7,749.056645
'OVER / UNDER',2.38,1625.674975
'ASIAN HANDICAP',1.97,2069.600275
'MATCH ODDS',1.95,1773.342993
'MATCH ODDS',1.85,749.056645
'OVER / UNDER',2.5,1678.495124
'OVER / UNDER',2.5,1678.495124
'ASIAN HANDICAP',1.89,2082.721728
'MATCH ODDS',4.69,1712.698426
'MATCH ODDS',1.77,749.056645
'MATCH ODDS',2.6,1740.824578
'MATCH ODDS',3.3,1715.260137
'MATCH ODDS',2.2,1757.586358
'MATCH ODDS',1.77,749.056645
'ASIAN HANDICAP',2.03,1953.753261
'ASIAN HANDICAP',2.2,749.056645
'MATCH ODDS',3.18,1715.279787
'MATCH ODDS',3.75,1712.721979
'MATCH ODDS',3.18,1715.279787
'ASIAN HANDICAP',1.86,1936.70742
'MATCH ODDS',2.6,1740.824578
'ASIAN HANDICAP',2.11,1983.050444
'ASIAN HANDICAP',2.02,2075.654536
'ASIAN HANDICAP',2.32,1985.736688
'MATCH ODDS',3.05,1715.281486
'MATCH ODDS',3.25,417.628894
'MATCH ODDS',1.6,1741.377124
'OVER / UNDER',1.94,1755.49224
'ASIAN HANDICAP',1.86,1962.476911
'MATCH ODDS',3.34,1715.260137
'OVER / UNDER',1.85,1633.874969
'MATCH ODDS',3.2,1192.693617
'MATCH ODDS',3,1715.427547
'ASIAN HANDICAP',1.86,2082.086146
'OVER / UNDER',2,1750.164468
'OVER / UNDER',2.1,1767.106148
'MATCH ODDS',2,1769.94531
'MATCH ODDS',1.8,1770.787666
'ASIAN HANDICAP',2.08,2075.109606
'OVER / UNDER',1.7,1767.418542
'ASIAN HANDICAP',1.93,415.992998
'OVER / UNDER',1.98,207.67219
'MATCH ODDS',2.9,219.694724
'OVER / UNDER',1.93,1771.797239
'OVER / UNDER',1.78,1768.925555
'ASIAN HANDICAP',1.89,1992.00234
'OVER / UNDER',1.7,1790.055037
'OVER / UNDER',2.4,1748.375128
'MATCH ODDS',1.62,1756.532038
'ASIAN HANDICAP',2.02,2064.14544
'MATCH ODDS',3,1715.427547
'ASIAN HANDICAP',1.92,1946.011181
'MATCH ODDS',3.01,1715.281486
'ASIAN HANDICAP',1.79,1973.996474
'MATCH ODDS',3,1715.427547
'MATCH ODDS',1.6,1743.021463
'MATCH ODDS',2.2,1755.94202
'ASIAN HANDICAP',2.04,2024.096258
'MATCH ODDS',3.1,1715.279787
'MATCH ODDS',2.02,1768.289142
'ASIAN HANDICAP',1.96,2067.593485
'MATCH ODDS',3.56,423.464498
'ASIAN HANDICAP',2.14,2000.715735
'MATCH ODDS',1.52,1728.746169
'MATCH ODDS',2,1768.300972
'MATCH ODDS',3.3,1715.260137
'MATCH ODDS',3.3,1715.260137
'MATCH ODDS',1.92,1774.118741
'ASIAN HANDICAP',1.83,1992.595293
'MATCH ODDS',3.11,1715.279787
'MATCH ODDS',3.1,1715.279787
'MATCH ODDS',3.26,1715.260137
'OVER / UNDER',1.91,1793.731069
'OVER / UNDER',2.03,1789.221814
'MATCH ODDS',1.91,1774.286217
'OVER / UNDER',2.04,1789.221814
'MATCH ODDS',1.95,1773.342993
'MATCH ODDS',3.04,1715.281486
'MATCH ODDS',3.33,1715.260137
'OVER / UNDER',1.8,1752.388638
'OVER / UNDER',2,1766.786719
'ASIAN HANDICAP',1.95,1988.948959
'MATCH ODDS',2.25,1755.253761
'MATCH ODDS',1.73,210.02033
'MATCH ODDS',3.4,1715.260137
'ASIAN HANDICAP',1.96,1962.998067
'MATCH ODDS',3.77,1712.721979
'MATCH ODDS',3.28,1715.260137
'MATCH ODDS',4.07,1712.731929
'MATCH ODDS',3.6,1715.13114
'OVER / UNDER',1.75,447.48341
'MATCH ODDS',3.33,1715.260137
'MATCH ODDS',3.4,1715.260137
'MATCH ODDS',3.29,1715.260137
'MATCH ODDS',1.86,1770.687528
'MATCH ODDS',2.4,210.02033
'MATCH ODDS',3.37,210.02033
'ASIAN HANDICAP',1.9,431.624188
'OVER / UNDER',1.8,447.48341
'MATCH ODDS',2.08,219.694724
'MATCH ODDS',3.54,1715.13114
'MATCH ODDS',2.09,386.966519
'MATCH ODDS',1.92,219.694724
'OVER / UNDER',2.08,1767.757253
'ASIAN HANDICAP',1.88,1992.00234
'MATCH ODDS',3.05,1715.281486
'MATCH ODDS',3.06,1715.281486
'MATCH ODDS',2.05,1745.093406
'MATCH ODDS',2.19,1757.586358
'ASIAN HANDICAP',2.05,1955.590794
'ASIAN HANDICAP',1.83,1979.673683
'MATCH ODDS',3.2,1715.279787
'MATCH ODDS',1.5,1729.534588
'OVER / UNDER',1.74,1769.047981
'ASIAN HANDICAP',1.83,1996.765186
'MATCH ODDS',1.8,210.02033
'MATCH ODDS',1.8,219.694724
'ASIAN HANDICAP',2.08,1983.990997
'MATCH ODDS',3.25,1715.260137
'MATCH ODDS',3.2,1715.279787
'MATCH ODDS',3.58,1715.13114
'ASIAN HANDICAP',2.02,1984.038524
'MATCH ODDS',3.5,219.694724
'MATCH ODDS',2.15,1767.648998
'MATCH ODDS',2.08,1771.096742
'MATCH ODDS',2.2,1757.586358
'ASIAN HANDICAP',2.3,1926.559962
'MATCH ODDS',1.8,219.694724
'MATCH ODDS',1.8,1770.787666
'ASIAN HANDICAP',1.93,1961.178786
'ASIAN HANDICAP',1.99,1942.997099
'MATCH ODDS',1.96,219.694724
'MATCH ODDS',3.23,1715.279787
'MATCH ODDS',3.3,1715.260137
'MATCH ODDS',3.25,1715.260137
'OVER / UNDER',2.06,1789.444426
'MATCH ODDS',1.76,1770.643224
'OVER / UNDER',1.88,1772.034831
'OVER / UNDER',2.26,1773.34481
'OVER / UNDER',2.33,1769.856121
'ASIAN HANDICAP',1.76,1952.915227
'ASIAN HANDICAP',2.09,2023.887918
'MATCH ODDS',1.75,1768.998886
'MATCH ODDS',3.32,1715.260137
'MATCH ODDS',3.38,1715.260137
'MATCH ODDS',3.1,1715.279787
'MATCH ODDS',3.84,1712.721979
'ASIAN HANDICAP',2.13,1978.74321
'ASIAN HANDICAP',2.16,1977.39514
'OVER / UNDER',1.71,1803.761855
'OVER / UNDER',2.14,1799.304785
'MATCH ODDS',3.61,343.058889
'ASIAN HANDICAP',1.99,1953.759189
'OVER / UNDER',1.81,1790.806236
'ASIAN HANDICAP',2.3,2055.949745
'MATCH ODDS',1.81,1770.783127
'OVER / UNDER',1.94,1645.598624
'ASIAN HANDICAP',1.87,1947.840078
'MATCH ODDS',3.2,1715.279787
'MATCH ODDS',3.18,1715.279787
'MATCH ODDS',3.26,1715.260137
'ASIAN HANDICAP',1.79,2016.473072
'MATCH ODDS',1.63,1756.532038
'ASIAN HANDICAP',2.17,2056.261565
'ASIAN HANDICAP',2.61,2043.473649
'MATCH ODDS',3.62,1715.13114
'ASIAN HANDICAP',1.91,2002.293894
'ASIAN HANDICAP',2,1967.614708
'MATCH ODDS',3.51,1715.13114
'MATCH ODDS',2.1,1744.022408
'MATCH ODDS',3.64,1192.693617
'OVER / UNDER',2.15,1764.31561
'MATCH ODDS',3.74,1712.721979
'MATCH ODDS',3.93,1712.731929
'MATCH ODDS',3.31,1715.260137
'MATCH ODDS',3.15,1715.279787
'MATCH ODDS',3.1,1715.279787
'MATCH ODDS',3.15,1715.279787
'MATCH ODDS',3.56,1715.13114
'OVER / UNDER',1.75,1762.366223
'ASIAN HANDICAP',1.97,2008.624958
'MATCH ODDS',3.58,1715.13114
'ASIAN HANDICAP',2.12,1943.159401
'ASIAN HANDICAP',1.98,1955.473433
'MATCH ODDS',3.18,1715.279787
'MATCH ODDS',3.2,210.02033
'ASIAN HANDICAP',1.88,437.988371
'ASIAN HANDICAP',2.01,440.313632
'MATCH ODDS',3,1715.427547
'OVER / UNDER',2.12,1766.540211
'OVER / UNDER',1.88,1772.232992
'OVER / UNDER',2.19,1627.956106
'MATCH ODDS',3.4,257.104679
'MATCH ODDS',3.49,1715.13114
'MATCH ODDS',3.11,1715.279787
'OVER / UNDER',2.08,1767.757253
'OVER / UNDER',1.92,1771.797239
'MATCH ODDS',3.11,1715.279787
'OVER / UNDER',1.71,1750.376393
'MATCH ODDS',4.58,1712.705652
'ASIAN HANDICAP',2.11,1954.02677
'ASIAN HANDICAP',1.81,2062.582957
'MATCH ODDS',3.14,1715.279787
'MATCH ODDS',3.28,1715.260137
'MATCH ODDS',2.09,1770.797081
'MATCH ODDS',1.75,1770.643224
'OVER / UNDER',1.96,1771.858218
'ASIAN HANDICAP',2.02,2047.053651
'MATCH ODDS',3.25,219.694724
'ASIAN HANDICAP',2.05,2075.708894
'MATCH ODDS',3.22,1715.279787
'ASIAN HANDICAP',1.92,2081.25821
'MATCH ODDS',3.2,1715.279787
'MATCH ODDS',1.78,1770.643224
'ASIAN HANDICAP',1.75,1973.996474
'MATCH ODDS',2.41,1751.695256
'MATCH ODDS',1.73,1765.4908
'ASIAN HANDICAP',2.01,1942.997099
'MATCH ODDS',3.24,1715.279787
'MATCH ODDS',3.13,1715.279787
'MATCH ODDS',3.4,1715.260137
'MATCH ODDS',2.1,1770.462993
'OVER / UNDER',1.86,1765.198983
'MATCH ODDS',2.12,1769.863797
'ASIAN HANDICAP',1.83,1968.070902
'MATCH ODDS',3.1,1715.279787
'MATCH ODDS',2.08,1769.452404
'OVER / UNDER',1.86,1771.560154
'MATCH ODDS',3.56,1715.13114
'MATCH ODDS',3.6,1715.13114
'OVER / UNDER',1.91,1771.849067
'ASIAN HANDICAP',1.49,1920.894927
'OVER / UNDER',1.73,1766.384146
'ASIAN HANDICAP',1.9,2029.972634
'MATCH ODDS',3.42,1715.260137
'ASIAN HANDICAP',2.04,1953.753261
'ASIAN HANDICAP',2.14,1994.711545
'MATCH ODDS',3.92,1712.721979
'MATCH ODDS',4.07,1712.731929
'MATCH ODDS',6.15,1735.628795
'MATCH ODDS',1.9,1774.310362
'MATCH ODDS',3.5,1715.13114
'MATCH ODDS',3.56,1715.13114
'MATCH ODDS',3.2,1715.279787
'ASIAN HANDICAP',1.78,2014.994089
'OVER / UNDER',1.95,529.77686
'MATCH ODDS',2.45,436.738858
'ASIAN HANDICAP',2.14,1993.30959
'OVER / UNDER',2.12,1766.24731
'MATCH ODDS',1.91,1772.641879
'OVER / UNDER',2.52,1765.093519
'OVER / UNDER',1.86,1765.198983
'ASIAN HANDICAP',1.94,1988.319187
'OVER / UNDER',2.07,1767.75147
'ASIAN HANDICAP',1.94,2081.080113
'ASIAN HANDICAP',1.72,2051.061445
'MATCH ODDS',2.9,1738.688198
'OVER / UNDER',1.93,1771.797239
'ASIAN HANDICAP',2.05,2076.345212
'OVER / UNDER',2.21,1155.502268
'ASIAN HANDICAP',1.88,207.67219
'OVER / UNDER',1.85,241.763191
'ASIAN HANDICAP',2.02,748.984773
'MATCH ODDS',3.82,1712.721979
'MATCH ODDS',1.92,748.984773
'OVER / UNDER',1.77,748.984773
'MATCH ODDS',2.2,748.984773
'MATCH ODDS',1.7,748.984773
'MATCH ODDS',3.2,1715.279787
'MATCH ODDS',3.15,1715.279787
'MATCH ODDS',3.05,1715.281486
'MATCH ODDS',3,1715.427547
'MATCH ODDS',1.85,748.984773
'MATCH ODDS',4.55,1712.705652
'MATCH ODDS',4.28,1712.714041
'MATCH ODDS',4.18,1712.721077
'MATCH ODDS',3.41,1715.260137
'ASIAN HANDICAP',1.89,1953.996277
'OVER / UNDER',1.94,1772.136903
'ASIAN HANDICAP',1.98,1999.501648
'ASIAN HANDICAP',1.86,748.984773
'ASIAN HANDICAP',1.88,1937.033215
'ASIAN HANDICAP',2.02,1942.99117
'OVER / UNDER',1.9,1755.33351
'MATCH ODDS',1.88,1771.073127
'ASIAN HANDICAP',1.73,748.984773
'MATCH ODDS',6.5,1735.628795
'OVER / UNDER',4.33,748.984773
'OVER / UNDER',1.96,748.984773
'OVER / UNDER',1.85,1771.492455
'OVER / UNDER',1.93,1771.797239
'ASIAN HANDICAP',2.26,748.984773
'OVER / UNDER',2.38,1771.104177
'ASIAN HANDICAP',2.21,748.984773
'MATCH ODDS',2.25,1755.253761
'ASIAN HANDICAP',1.94,748.984773
'MATCH ODDS',2.14,748.984773
'MATCH ODDS',3.5,1715.13114
'OVER / UNDER',4.33,748.984773
'MATCH ODDS',3.3,1715.260137
'MATCH ODDS',3.41,1715.260137
'MATCH ODDS',3.5,748.984773
'OVER / UNDER',1.85,748.984773
'MATCH ODDS',3.27,1715.260137
'MATCH ODDS',3.26,1715.260137
'ASIAN HANDICAP',2.88,1914.536823
'ASIAN HANDICAP',2,1973.696175
'MATCH ODDS',1.99,1769.94531
'MATCH ODDS',3.37,748.984773
'MATCH ODDS',1.99,748.984773
'OVER / UNDER',2.02,748.984773
'ASIAN HANDICAP',1.79,748.984773
'OVER / UNDER',2.01,748.984773
'MATCH ODDS',1.99,748.984773
'OVER / UNDER',1.83,748.984773
'ASIAN HANDICAP',2.3,748.984773
'ASIAN HANDICAP',1.85,748.984773
'MATCH ODDS',2.02,748.984773
'MATCH ODDS',2.02,748.984773
'MATCH ODDS',3.37,748.984773
'MATCH ODDS',1.78,748.984773
'MATCH ODDS',2.6,1740.824578
'OVER / UNDER',5.5,748.984773
'MATCH ODDS',2.29,748.984773
'MATCH ODDS',2.9,748.984773
'MATCH ODDS',1.85,748.984773
'MATCH ODDS',2,748.984773
'ASIAN HANDICAP',1.93,748.984773
'MATCH ODDS',2.03,748.984773
'ASIAN HANDICAP',1.96,1978.529539
'MATCH ODDS',3.95,1712.731929
'ASIAN HANDICAP',1.84,1975.925504
'MATCH ODDS',5.95,1712.685849
