@relation Records-weka.filters.unsupervised.attribute.StringToNominal-R1-1

@attribute TypeOfBet {'MATCH ODDS','OVER / UNDER','ASIAN HANDICAP'}
@attribute Odds numeric
@attribute Liquidity numeric

@data
'ASIAN HANDICAP',1.9,2072.336553
'ASIAN HANDICAP',1.88,1997.040088
'MATCH ODDS',1.91,1747.892351
'MATCH ODDS',3.76,1312.985629
'ASIAN HANDICAP',2.12,1148.999354
'OVER / UNDER',2.36,1748.184231
'MATCH ODDS',3.1,1715.279787
'MATCH ODDS',3.25,1715.260137
'MATCH ODDS',3.37,1715.260137
'MATCH ODDS',3.2,1715.279787
'MATCH ODDS',1.67,1461.133865
'MATCH ODDS',3.3,1312.985629
'OVER / UNDER',2.75,1163.471478
'MATCH ODDS',4.33,412.669883
'MATCH ODDS',2.2,419.450713
'MATCH ODDS',3.8,412.669883
'MATCH ODDS',3.3,1715.260137
'MATCH ODDS',3.3,1715.260137
'MATCH ODDS',3.51,1715.13114
'MATCH ODDS',3.25,1715.260137
'MATCH ODDS',3.1,1715.279787
'MATCH ODDS',3.75,1712.721979
'ASIAN HANDICAP',1.79,2055.820514
'MATCH ODDS',3.49,1715.13114
'ASIAN HANDICAP',1.72,1981.231298
'MATCH ODDS',5.5,1712.698426
'OVER / UNDER',1.9,1793.755647
'ASIAN HANDICAP',2.11,1943.26468
'ASIAN HANDICAP',2.01,1953.759189
'ASIAN HANDICAP',1.82,913.991515
'MATCH ODDS',3.1,1715.279787
'MATCH ODDS',3.4,883.597984
'MATCH ODDS',4.37,1712.705652
'MATCH ODDS',3.73,1712.721979
'MATCH ODDS',1.89,1771.073127
'MATCH ODDS',1.89,1771.073127
'MATCH ODDS',3.65,1715.13114
'MATCH ODDS',2.6,1742.529252
'MATCH ODDS',1.89,1771.073127
'ASIAN HANDICAP',1.77,1968.007124
'MATCH ODDS',3.26,1715.260137
'MATCH ODDS',3,1715.427547
'MATCH ODDS',3.3,1715.260137
'ASIAN HANDICAP',1.97,2080.707294
'OVER / UNDER',2.03,1788.903786
'MATCH ODDS',3,1715.427547
'MATCH ODDS',3.1,1715.279787
'ASIAN HANDICAP',1.95,2001.536715
'ASIAN HANDICAP',1.8,2000.944573
'MATCH ODDS',1.77,1768.998886
'MATCH ODDS',3.4,1312.985629
'OVER / UNDER',1.91,1460.286627
'MATCH ODDS',3.2,1715.279787
'MATCH ODDS',3.36,1715.260137
'MATCH ODDS',2.1,1770.462993
'MATCH ODDS',3.36,1715.260137
'MATCH ODDS',4.7,1338.856639
'ASIAN HANDICAP',2.06,1290.711556
'ASIAN HANDICAP',1.9,2069.046096
'ASIAN HANDICAP',1.9,2069.046096
'MATCH ODDS',3.4,1715.260137
'MATCH ODDS',3.92,877.268966
'MATCH ODDS',3.3,883.597984
'MATCH ODDS',2.5,1751.668664
'ASIAN HANDICAP',1.9,1946.199761
'MATCH ODDS',2.1,1768.818655
'MATCH ODDS',4.48,1712.705652
'MATCH ODDS',3.73,1712.721979
'ASIAN HANDICAP',1.84,1992.421663
'MATCH ODDS',3.5,1715.13114
'ASIAN HANDICAP',2,1602.679828
'MATCH ODDS',2.1,1768.818655
'MATCH ODDS',1.91,1772.641879
'OVER / UNDER',1.99,1788.733225
'OVER / UNDER',1.8,1791.84281
'MATCH ODDS',1.66,1763.694791
'MATCH ODDS',1.7,1766.022708
'MATCH ODDS',2.92,1738.688198
'ASIAN HANDICAP',2.05,1329.541011
'OVER / UNDER',7,748.984773
'MATCH ODDS',3.39,1514.987626
'MATCH ODDS',1.73,1763.846462
'ASIAN HANDICAP',1.83,1936.644488
'ASIAN HANDICAP',2.14,1994.711545
'ASIAN HANDICAP',1.83,748.984773
'OVER / UNDER',2.37,1553.658808
'ASIAN HANDICAP',1.77,2055.892753
'MATCH ODDS',3.64,1155.181998
'MATCH ODDS',2,1162.117321
'MATCH ODDS',1.99,1162.117321
'MATCH ODDS',2.15,1766.00466
'MATCH ODDS',3.3,748.984773
'MATCH ODDS',2.1,1744.022408
'MATCH ODDS',3.85,1712.721979
'ASIAN HANDICAP',2.06,2023.803832
'MATCH ODDS',1.8,1769.143328
'OVER / UNDER',2.18,1754.369455
'OVER / UNDER',2.1,1767.106148
'OVER / UNDER',2.1,1767.106148
'ASIAN HANDICAP',1.9,748.984773
'MATCH ODDS',1.83,1769.138789
'MATCH ODDS',3.4,748.984773
'MATCH ODDS',2.4,1162.117321
'ASIAN HANDICAP',2.8,2041.339467
'MATCH ODDS',3.1,1715.279787
'ASIAN HANDICAP',1.86,1979.736616
'MATCH ODDS',3.49,1715.13114
'MATCH ODDS',3.5,1715.13114
'MATCH ODDS',1.5,763.691847
'MATCH ODDS',4.29,627.646876
'MATCH ODDS',3.25,627.646876
'MATCH ODDS',2.1,627.646876
'MATCH ODDS',4.29,627.646876
'MATCH ODDS',2.01,1769.94531
'ASIAN HANDICAP',1.9,1946.199761
'ASIAN HANDICAP',1.93,2078.307801
'ASIAN HANDICAP',1.9,2005.544998
'ASIAN HANDICAP',1.85,1979.668917
'MATCH ODDS',3.2,1715.279787
'MATCH ODDS',1.75,1770.643224
'MATCH ODDS',2.1,748.984773
'MATCH ODDS',2.75,1715.441059
'MATCH ODDS',2.9,1715.400731
'MATCH ODDS',3.6,1715.13114
'MATCH ODDS',2.15,1767.648998
'MATCH ODDS',2.17,1765.190018
'OVER / UNDER',1.99,1778.420713
'ASIAN HANDICAP',1.94,1977.289567
'MATCH ODDS',3.34,1715.260137
'MATCH ODDS',1.91,1747.892351
'MATCH ODDS',3.25,1715.260137
'MATCH ODDS',2.15,1767.648998
'MATCH ODDS',4.2,1712.714041
'MATCH ODDS',1.95,1774.987331
'MATCH ODDS',2.43,1753.360257
'MATCH ODDS',3.06,1740.245583
'MATCH ODDS',3.2,1155.181998
'MATCH ODDS',3.2,1155.181998
'OVER / UNDER',2,1315.246104
'MATCH ODDS',3.6,1155.181998
'MATCH ODDS',4.22,1155.181998
'ASIAN HANDICAP',2,1153.076928
'ASIAN HANDICAP',1.96,1267.792233
'ASIAN HANDICAP',2.04,1333.160555
'MATCH ODDS',5.84,1155.181998
'ASIAN HANDICAP',1.84,1235.564505
'ASIAN HANDICAP',1.9,1277.595498
'MATCH ODDS',2.02,1155.181998
'OVER / UNDER',2.3,1260.554986
'MATCH ODDS',2.3,1162.117321
'MATCH ODDS',3.4,1155.181998
'MATCH ODDS',3.4,1155.181998
'MATCH ODDS',1.95,1159.541531
'ASIAN HANDICAP',2.05,1207.512998
'ASIAN HANDICAP',2.06,1157.035989
'MATCH ODDS',1.91,1772.641879
'MATCH ODDS',2.05,1771.500188
'MATCH ODDS',2.04,1743.250759
'MATCH ODDS',2.14,1740.693511
'OVER / UNDER',1.89,1782.9858
'ASIAN HANDICAP',2.17,1968.645774
'MATCH ODDS',3.25,412.669883
'MATCH ODDS',4.33,412.669883
'MATCH ODDS',2.2,1757.586358
'ASIAN HANDICAP',2,1984.044452
'MATCH ODDS',2.04,1767.940702
'ASIAN HANDICAP',1.8,1992.599832
'MATCH ODDS',1.83,1770.783127
'MATCH ODDS',2.4,1753.360257
'MATCH ODDS',2.1,1770.462993
'OVER / UNDER',1.99,1792.521649
'MATCH ODDS',3.6,1715.13114
'MATCH ODDS',3.72,1712.721979
'MATCH ODDS',3.4,1715.260137
'MATCH ODDS',3.2,1715.279787
'MATCH ODDS',3,1715.427547
'ASIAN HANDICAP',2,749.056645
'MATCH ODDS',3,1715.427547
'MATCH ODDS',3.5,1715.13114
'MATCH ODDS',3.13,1715.279787
'MATCH ODDS',2.2,1730.59057
'ASIAN HANDICAP',1.84,2072.64614
'OVER / UNDER',2.08,1492.414548
'MATCH ODDS',4.04,1338.856639
'ASIAN HANDICAP',1.83,1237.262791
'MATCH ODDS',3.4,1312.985629
'MATCH ODDS',1.73,1765.4908
'MATCH ODDS',5,1735.641372
'MATCH ODDS',3.3,1715.260137
'MATCH ODDS',3.16,1715.279787
'MATCH ODDS',3.4,1715.260137
'MATCH ODDS',3.6,1715.13114
'MATCH ODDS',2.1,627.646876
'MATCH ODDS',3.3,1715.260137
'MATCH ODDS',3.75,1736.00002
'MATCH ODDS',3.3,1715.260137
'MATCH ODDS',2.1,1770.462993
'MATCH ODDS',2.1,1770.462993
'MATCH ODDS',2.12,1768.219458
'MATCH ODDS',2.3,1751.456954
'OVER / UNDER',2,1788.470561
'MATCH ODDS',3.77,1712.721979
'MATCH ODDS',3.51,2041.164965
'MATCH ODDS',3.47,2017.209943
'ASIAN HANDICAP',2.25,2435.567646
'MATCH ODDS',1.83,1770.783127
'MATCH ODDS',3.6,1715.13114
'ASIAN HANDICAP',1.89,1947.780274
'MATCH ODDS',3.61,2017.209943
'ASIAN HANDICAP',2.14,2485.99214
'ASIAN HANDICAP',1.92,2002.126419
'MATCH ODDS',3.17,1715.279787
'MATCH ODDS',3.49,1715.13114
'ASIAN HANDICAP',2.19,2058.589086
'MATCH ODDS',3.58,1715.13114
'MATCH ODDS',2.23,1755.254913
'MATCH ODDS',3.39,1715.260137
'ASIAN HANDICAP',2.07,1938.281055
'ASIAN HANDICAP',2.19,1940.77092
'MATCH ODDS',4.04,1712.731929
'MATCH ODDS',3.37,1715.260137
'MATCH ODDS',3.1,1715.279787
'MATCH ODDS',2.1,1744.022408
'MATCH ODDS',2.15,1766.00466
'MATCH ODDS',3.4,1715.260137
'MATCH ODDS',3.4,1715.260137
'MATCH ODDS',3.1,1715.279787
'OVER / UNDER',2.19,1777.235111
'ASIAN HANDICAP',1.86,1109.955646
'MATCH ODDS',3.38,1715.260137
'MATCH ODDS',3.25,1715.260137
'MATCH ODDS',3.31,1338.856639
'MATCH ODDS',3.33,1312.985629
'MATCH ODDS',3.37,1312.985629
'ASIAN HANDICAP',1.81,1323.028374
'MATCH ODDS',5.27,627.646876
'MATCH ODDS',3.4,257.104679
'MATCH ODDS',3.3,257.104679
'MATCH ODDS',3.2,1715.279787
'MATCH ODDS',4.05,1712.731929
'ASIAN HANDICAP',1.93,2083.338161
'ASIAN HANDICAP',2.11,2066.685361
'MATCH ODDS',2,1769.94531
'MATCH ODDS',2.11,1769.969076
'OVER / UNDER',1.95,1807.562039
'MATCH ODDS',3.32,1715.260137
'MATCH ODDS',3.75,1736.00002
'MATCH ODDS',3.55,2041.164965
'MATCH ODDS',3.82,2041.164965
'MATCH ODDS',2.3,1726.184849
'MATCH ODDS',3.38,883.597984
'MATCH ODDS',2.49,2017.209943
'MATCH ODDS',3.82,2041.164965
'OVER / UNDER',2.06,1656.299257
'OVER / UNDER',2.07,921.586293
'OVER / UNDER',2.1,932.547561
'MATCH ODDS',2.52,1746.897083
'MATCH ODDS',1.88,1771.073127
'ASIAN HANDICAP',1.88,1992.00234
'MATCH ODDS',2.1,1768.818655
'MATCH ODDS',1.89,1771.073127
'MATCH ODDS',1.87,1771.073127
'MATCH ODDS',2.1,1768.818655
'ASIAN HANDICAP',1.91,2069.299808
'OVER / UNDER',2,1696.537183
'OVER / UNDER',2.17,1761.956023
'MATCH ODDS',3.11,1715.279787
'MATCH ODDS',3.35,1715.260137
'ASIAN HANDICAP',3.03,1931.050346
'MATCH ODDS',3.25,1715.260137
'ASIAN HANDICAP',1.81,1952.979005
'MATCH ODDS',2,1743.624389
'OVER / UNDER',2.01,1460.286627
'OVER / UNDER',1.88,1524.731366
'ASIAN HANDICAP',1.99,1996.632208
'MATCH ODDS',3.12,883.597984
'MATCH ODDS',2.75,1738.728526
'MATCH ODDS',3.1,883.597984
'MATCH ODDS',2.17,1763.54568
'MATCH ODDS',2.3,1726.184849
'ASIAN HANDICAP',2.13,2019.972646
'ASIAN HANDICAP',2.26,1943.775892
'ASIAN HANDICAP',1.98,1998.32801
'ASIAN HANDICAP',2.02,2023.747512
'MATCH ODDS',1.74,1769.067863
'MATCH ODDS',2.25,2041.164965
'ASIAN HANDICAP',1.95,2485.99214
'MATCH ODDS',3.3,2041.164965
'MATCH ODDS',2.3,1751.456954
'MATCH ODDS',1.82,1769.138789
'MATCH ODDS',3.4,1715.260137
'ASIAN HANDICAP',2.76,1931.237962
'MATCH ODDS',1.86,1769.04319
'MATCH ODDS',3,219.694724
'OVER / UNDER',2.03,1766.398025
'MATCH ODDS',1.66,1763.694791
'MATCH ODDS',2.7,1742.528098
'MATCH ODDS',2.2,1757.586358
'MATCH ODDS',2.2,1757.586358
'MATCH ODDS',3.35,1715.260137
'ASIAN HANDICAP',1.81,1962.413979
'MATCH ODDS',1.8,1769.143328
'MATCH ODDS',2.25,1753.609423
'MATCH ODDS',1.85,1768.975491
'MATCH ODDS',1.99,1769.94531
'MATCH ODDS',2.42,1751.695256
'ASIAN HANDICAP',1.76,1936.580709
'MATCH ODDS',3.25,1715.260137
'ASIAN HANDICAP',2.02,1207.512998
'MATCH ODDS',2.05,1769.85585
'MATCH ODDS',2.2,1730.59057
'MATCH ODDS',3.35,1715.260137
'MATCH ODDS',3.3,1715.260137
'MATCH ODDS',3.35,1715.260137
'MATCH ODDS',3.3,1715.260137
'MATCH ODDS',3.6,1715.13114
'MATCH ODDS',3.25,1715.260137
'MATCH ODDS',3.25,1715.260137
'MATCH ODDS',3.6,1715.13114
'MATCH ODDS',2.59,1740.824578
'MATCH ODDS',2.25,1728.146418
'ASIAN HANDICAP',1.83,1936.644488
'OVER / UNDER',2.17,1773.632153
'MATCH ODDS',3.32,1715.260137
'MATCH ODDS',3.34,1715.260137
'MATCH ODDS',3.29,1715.260137
'MATCH ODDS',2.1,1744.022408
'MATCH ODDS',3.1,1715.279787
'MATCH ODDS',3.1,1715.279787
'MATCH ODDS',3.4,257.104679
'MATCH ODDS',2.19,627.646876
'MATCH ODDS',3.1,627.646876
'MATCH ODDS',1.8,1770.787666
'MATCH ODDS',1.65,1762.050453
'MATCH ODDS',1.76,1768.998886
'MATCH ODDS',3.9,1736.00002
'MATCH ODDS',2,1769.94531
'MATCH ODDS',3.75,1736.00002
'MATCH ODDS',2,1769.94531
'MATCH ODDS',2.15,1767.648998
'MATCH ODDS',3.9,1736.00002
'ASIAN HANDICAP',1.8,1967.819209
'OVER / UNDER',2,1789.519668
'OVER / UNDER',1.93,1793.481081
'MATCH ODDS',1.91,1772.641879
'MATCH ODDS',3.08,1715.279787
'MATCH ODDS',4.1,1737.248472
'ASIAN HANDICAP',2.03,2024.096258
'ASIAN HANDICAP',2.04,2024.096258
'MATCH ODDS',1.98,1771.378116
'MATCH ODDS',3.05,1715.281486
'MATCH ODDS',3.3,1715.260137
'MATCH ODDS',3.3,1715.260137
'MATCH ODDS',3.15,1715.279787
'MATCH ODDS',3.17,1715.279787
'ASIAN HANDICAP',2.54,1328.993125
'MATCH ODDS',1.83,1770.783127
'MATCH ODDS',3.17,1715.279787
'OVER / UNDER',4.75,1260.554986
'ASIAN HANDICAP',1.9,1078.962588
'MATCH ODDS',3.6,1715.13114
'MATCH ODDS',3.8,1155.181998
'MATCH ODDS',2.25,1155.181998
'MATCH ODDS',1.8,1101.472288
'MATCH ODDS',2.15,1766.00466
'OVER / UNDER',2.1,1260.554986
'ASIAN HANDICAP',1.83,2060.064544
'ASIAN HANDICAP',1.93,1281.035978
'MATCH ODDS',3.6,1155.181998
'MATCH ODDS',3.4,1715.260137
'OVER / UNDER',8.5,1260.554986
'OVER / UNDER',1.81,1204.989929
'OVER / UNDER',2.05,1260.554986
'ASIAN HANDICAP',2.25,1307.385485
'OVER / UNDER',2.02,1260.554986
'ASIAN HANDICAP',1.96,1273.63521
'MATCH ODDS',4.2,1159.541531
'MATCH ODDS',3.75,1155.181998
'ASIAN HANDICAP',1.99,1301.368486
'ASIAN HANDICAP',2.16,1150.783569
'ASIAN HANDICAP',2.06,1307.385485
'MATCH ODDS',3.4,1155.181998
'ASIAN HANDICAP',2,2062.998595
'OVER / UNDER',1.97,1260.554986
'MATCH ODDS',3.6,1155.181998
'ASIAN HANDICAP',2.11,1301.368486
'MATCH ODDS',3.6,1155.181998
'MATCH ODDS',2.17,1738.228253
'MATCH ODDS',3.95,1712.731929
'MATCH ODDS',3.3,1715.260137
'MATCH ODDS',2.68,1742.528098
'MATCH ODDS',3,1715.427547
'MATCH ODDS',2.73,1740.433199
'MATCH ODDS',3.2,1715.279787
'ASIAN HANDICAP',2.05,2068.709415
'MATCH ODDS',3.1,1715.279787
'MATCH ODDS',3.3,883.597984
'ASIAN HANDICAP',1.98,2063.840381
'MATCH ODDS',3.3,1715.260137
'MATCH ODDS',3.3,883.597984
'ASIAN HANDICAP',1.74,2016.667737
'OVER / UNDER',2.04,1789.221814
'MATCH ODDS',3.4,1715.260137
'MATCH ODDS',2.1,1744.022408
'ASIAN HANDICAP',1.95,2081.756111
'ASIAN HANDICAP',1.85,1994.597224
'MATCH ODDS',3.3,1715.260137
'MATCH ODDS',1.7,1764.37837
'MATCH ODDS',2.09,1770.797081
'ASIAN HANDICAP',1.87,2060.100135
'MATCH ODDS',1.7,1764.37837
'ASIAN HANDICAP',2.06,1944.428589
'MATCH ODDS',1.95,1774.987331
'MATCH ODDS',3,1192.693617
'MATCH ODDS',3,1715.427547
'MATCH ODDS',3.67,1715.13114
'MATCH ODDS',3.64,1192.693617
'ASIAN HANDICAP',2.13,2069.99586
'MATCH ODDS',3.3,1715.260137
'MATCH ODDS',2.11,627.646876
'MATCH ODDS',4,1712.731929
'OVER / UNDER',1.8,1769.126934
'MATCH ODDS',3.2,1715.279787
'MATCH ODDS',3.4,1715.260137
'ASIAN HANDICAP',1.8,2021.530895
'ASIAN HANDICAP',2,2062.144579
'MATCH ODDS',2.25,1728.146418
'OVER / UNDER',1.93,1793.481081
'MATCH ODDS',3.6,1715.13114
'MATCH ODDS',4.55,423.464498
'MATCH ODDS',2.89,2017.209943
'MATCH ODDS',3.36,2017.209943
'ASIAN HANDICAP',2.03,1942.99117
'MATCH ODDS',3.4,2041.164965
'MATCH ODDS',3.6,1715.13114
'MATCH ODDS',3.5,1715.13114
'MATCH ODDS',2.66,1742.528098
'ASIAN HANDICAP',1.96,1962.998067
'MATCH ODDS',3.28,1715.260137
'OVER / UNDER',1.78,1807.57862
'MATCH ODDS',2.4,1751.695256
'MATCH ODDS',2.19,1757.586358
'OVER / UNDER',1.8,1769.126934
'MATCH ODDS',3.4,1715.260137
'MATCH ODDS',1.83,1770.783127
'MATCH ODDS',3.4,1715.260137
'MATCH ODDS',3.06,1740.245583
'ASIAN HANDICAP',2.08,1969.042866
'MATCH ODDS',1.88,1771.073127
'MATCH ODDS',3.2,219.694724
'MATCH ODDS',2.88,219.694724
'MATCH ODDS',3.35,1715.260137
'ASIAN HANDICAP',1.78,2016.54531
'MATCH ODDS',4.12,1712.721077
'ASIAN HANDICAP',1.54,1973.352065
'MATCH ODDS',3.25,1715.260137
'MATCH ODDS',2.46,1340.078869
'ASIAN HANDICAP',2.36,1328.993125
'MATCH ODDS',2.9,1192.693617
'MATCH ODDS',2.9,1192.693617
'MATCH ODDS',3.4,1312.985629
'MATCH ODDS',4.2,1338.856639
'MATCH ODDS',3.25,627.646876
'MATCH ODDS',3.25,1715.260137
'MATCH ODDS',3.23,1715.279787
'MATCH ODDS',3.38,1715.260137
'MATCH ODDS',3.2,1715.279787
'MATCH ODDS',3.25,1715.260137
'MATCH ODDS',3.2,1715.279787
'MATCH ODDS',3.1,627.646876
'MATCH ODDS',4.14,1712.721077
'ASIAN HANDICAP',1.91,2002.582196
'ASIAN HANDICAP',2,2064.151369
'ASIAN HANDICAP',2.05,2064.601875
'OVER / UNDER',1.4,1726.161595
'MATCH ODDS',3.93,2041.164965
'MATCH ODDS',3.25,883.597984
'ASIAN HANDICAP',2.02,2439.892531
'MATCH ODDS',1.98,1771.378116
'MATCH ODDS',2.25,1755.253761
'MATCH ODDS',3.3,1715.260137
'ASIAN HANDICAP',2,2075.660465
'MATCH ODDS',3.1,1715.279787
'MATCH ODDS',3.59,1715.13114
'MATCH ODDS',2.85,1715.400731
'ASIAN HANDICAP',1.79,1952.915227
'OVER / UNDER',2.36,1613.93525
'OVER / UNDER',6,1599.601264
'ASIAN HANDICAP',1.92,1970.613759
'MATCH ODDS',3.15,1715.279787
'MATCH ODDS',4.11,1712.721077
'ASIAN HANDICAP',1.97,1152.657109
'MATCH ODDS',2.38,1753.360257
'MATCH ODDS',2,1442.585046
'ASIAN HANDICAP',2.28,1979.627434
'ASIAN HANDICAP',2.25,2031.032414
'ASIAN HANDICAP',1.84,2059.890914
'MATCH ODDS',2.59,1742.529252
'MATCH ODDS',3.36,1715.260137
'MATCH ODDS',3.23,1715.279787
'MATCH ODDS',3.29,1715.260137
'ASIAN HANDICAP',2.04,2067.565259
'MATCH ODDS',1.81,1398.082164
'MATCH ODDS',2.07,1410.268228
'MATCH ODDS',2.25,1728.146418
'OVER / UNDER',1.7,1790.008748
'ASIAN HANDICAP',1.8,1936.392794
'OVER / UNDER',2.02,1789.598678
'MATCH ODDS',2.25,2041.164965
'MATCH ODDS',3.4,2041.164965
'MATCH ODDS',3.5,1715.13114
'MATCH ODDS',2.19,1755.94202
'OVER / UNDER',2.51,1743.629855
'ASIAN HANDICAP',2,1942.997099
'MATCH ODDS',3,1715.427547
'OVER / UNDER',2.08,1767.757253
'MATCH ODDS',3.4,1715.260137
'MATCH ODDS',1.91,1772.641879
'ASIAN HANDICAP',2.2,1424.544889
'ASIAN HANDICAP',2.5,1953.203614
'MATCH ODDS',3,1192.693617
'ASIAN HANDICAP',1.95,2006.3973
'MATCH ODDS',1.67,1763.553077
'MATCH ODDS',1.9,1772.666024
'ASIAN HANDICAP',2.11,1997.040155
'MATCH ODDS',2,1769.94531
'OVER / UNDER',1.75,1790.483725
'MATCH ODDS',1.94,1774.584509
'MATCH ODDS',1.98,1769.733778
'OVER / UNDER',1.83,748.984773
'ASIAN HANDICAP',1.85,1967.892506
'MATCH ODDS',2.05,1769.85585
'OVER / UNDER',1.85,1793.374457
'MATCH ODDS',1.53,1728.780999
'ASIAN HANDICAP',2.1,748.984773
'MATCH ODDS',2.1,1770.462993
'MATCH ODDS',2.15,1767.648998
'ASIAN HANDICAP',1.84,748.984773
'OVER / UNDER',2.5,748.984773
'ASIAN HANDICAP',2.07,748.984773
'ASIAN HANDICAP',1.9,1988.58113
'ASIAN HANDICAP',1.98,748.984773
'MATCH ODDS',3.5,748.984773
'OVER / UNDER',1.3,1593.407476
'MATCH ODDS',2,748.984773
'ASIAN HANDICAP',2.02,1973.690246
'MATCH ODDS',5,1465.203442
'MATCH ODDS',3.55,1715.13114
'MATCH ODDS',2.2,1730.59057
'MATCH ODDS',3.24,1715.279787
'MATCH ODDS',3.1,1715.279787
'MATCH ODDS',3.4,1715.260137
'MATCH ODDS',3.2,1715.279787
'MATCH ODDS',2.88,424.754817
'MATCH ODDS',3.25,423.464498
'MATCH ODDS',1.73,1765.4908
'MATCH ODDS',2.07,1771.090959
'MATCH ODDS',1.8,1770.787666
'MATCH ODDS',1.87,1771.073127
'OVER / UNDER',2.5,748.984773
'MATCH ODDS',2.4,1753.360257
'MATCH ODDS',2.59,1742.529252
'MATCH ODDS',2.7,1740.823425
'OVER / UNDER',1.36,1717.935329
'OVER / UNDER',6,748.984773
'ASIAN HANDICAP',1.9,2067.341648
'ASIAN HANDICAP',2.86,1952.672903
'MATCH ODDS',3.3,1715.260137
'ASIAN HANDICAP',1.57,1235.564505
'MATCH ODDS',3.4,1155.181998
'MATCH ODDS',1.98,1771.378116
'OVER / UNDER',2.35,1771.338163
'MATCH ODDS',3.2,1155.181998
'MATCH ODDS',3.1,1155.181998
'MATCH ODDS',2.45,1159.541531
'MATCH ODDS',3.6,1155.181998
'OVER / UNDER',2.07,1260.554986
'ASIAN HANDICAP',1.95,1210.324938
'ASIAN HANDICAP',1.88,2060.100135
'MATCH ODDS',3.3,1155.181998
'MATCH ODDS',3.3,1155.181998
'MATCH ODDS',1.73,1098.896498
'MATCH ODDS',1.65,1098.896498
'ASIAN HANDICAP',1.85,1229.547506
'MATCH ODDS',2.25,1159.541531
'MATCH ODDS',1.67,1763.553077
'ASIAN HANDICAP',1.93,1988.365025
'OVER / UNDER',1.38,1718.04718
'ASIAN HANDICAP',1.85,1281.035978
'MATCH ODDS',3.35,1715.260137
'ASIAN HANDICAP',1.83,1081.255947
'MATCH ODDS',3.13,1162.117321
'OVER / UNDER',1.91,1204.989929
'MATCH ODDS',3.6,1155.181998
'MATCH ODDS',3,1715.427547
'ASIAN HANDICAP',2.09,1944.036127
'OVER / UNDER',2,1315.246104
'OVER / UNDER',1.78,1792.696438
'MATCH ODDS',2.1,436.738858
'MATCH ODDS',2.21,1755.053694
'MATCH ODDS',2.43,1753.360257
'OVER / UNDER',1.89,1793.916833
'ASIAN HANDICAP',1.95,2068.153885
'MATCH ODDS',1.75,1770.643224
'OVER / UNDER',1.44,1729.783295
'ASIAN HANDICAP',2.06,1984.785696
'ASIAN HANDICAP',2.11,1997.040155
'ASIAN HANDICAP',1.83,1936.644488
'MATCH ODDS',3.2,1715.279787
'MATCH ODDS',3.4,1715.260137
'MATCH ODDS',2.38,1726.332266
'MATCH ODDS',1.73,1765.4908
'MATCH ODDS',1.91,1772.641879
'MATCH ODDS',2.3,1753.101293
'ASIAN HANDICAP',1.83,2023.077578
'MATCH ODDS',2.05,1745.093406
'OVER / UNDER',1.94,1794.960692
'MATCH ODDS',3.6,1715.13114
'MATCH ODDS',3,1715.427547
'MATCH ODDS',1.85,436.738858
'MATCH ODDS',2.28,1754.792814
'MATCH ODDS',2.88,1715.400731
'OVER / UNDER',2.54,1760.705555
'MATCH ODDS',3.16,1192.693617
'MATCH ODDS',3.1,1192.693617
'MATCH ODDS',3.41,1715.260137
'MATCH ODDS',3.4,1715.260137
'OVER / UNDER',3,1354.625099
'MATCH ODDS',3.53,1715.13114
'OVER / UNDER',1.4,1726.161595
'MATCH ODDS',3.2,1715.279787
'MATCH ODDS',3.27,1715.260137
'MATCH ODDS',3.3,1715.260137
'OVER / UNDER',1.4,1726.161595
'ASIAN HANDICAP',1.9,494.163882
'MATCH ODDS',3.1,1715.279787
'ASIAN HANDICAP',1.99,2397.006735
'MATCH ODDS',2.2,219.694724
'MATCH ODDS',3.62,2041.164965
'OVER / UNDER',1.4,1726.161595
'ASIAN HANDICAP',1.8,2082.491216
'ASIAN HANDICAP',1.86,207.67219
'ASIAN HANDICAP',1.95,2069.715486
'OVER / UNDER',1.4,1726.161595
'OVER / UNDER',2.5,1614.248753
'ASIAN HANDICAP',3.53,1914.183362
'MATCH ODDS',2.06,1771.100074
'MATCH ODDS',2.3,257.104679
'MATCH ODDS',4.09,1712.731929
'MATCH ODDS',1.91,1774.286217
'MATCH ODDS',3,1740.391644
'ASIAN HANDICAP',1.84,1936.644488
'ASIAN HANDICAP',1.98,1969.328952
'MATCH ODDS',3.2,1715.279787
'ASIAN HANDICAP',1.9,1946.199761
'MATCH ODDS',3.2,219.694724
'ASIAN HANDICAP',1.83,2082.486677
'ASIAN HANDICAP',1.98,2078.790213
'ASIAN HANDICAP',2.08,1981.985652
'MATCH ODDS',3.18,1715.279787
'MATCH ODDS',3.3,1715.260137
'MATCH ODDS',3.19,1715.279787
'MATCH ODDS',3.3,1715.260137
'OVER / UNDER',7,1497.811551
'ASIAN HANDICAP',1.4,1451.624936
'MATCH ODDS',3.3,1715.260137
'MATCH ODDS',3.3,1715.260137
'MATCH ODDS',2,1442.585046
'OVER / UNDER',8,1754.294065
'MATCH ODDS',3.41,1715.260137
'ASIAN HANDICAP',2.8,1914.53902
'MATCH ODDS',3.14,1715.279787
'ASIAN HANDICAP',1.86,1967.960205
'MATCH ODDS',3.12,1192.693617
'ASIAN HANDICAP',2.06,1984.785696
'MATCH ODDS',3.4,1715.260137
'ASIAN HANDICAP',1.98,1944.711342
'MATCH ODDS',3.46,1715.13114
