@relation Records-weka.filters.unsupervised.attribute.StringToNominal-R1-2

@attribute Tipster {'Jorge Aragundy','Anton Ebdon','Daniel Larsen','Simeone Tassini','Chris Tomas','Christopher Silenos','Jeremy Price','Gabriel Elias','Jason Mills','Darijo Belic','Eduardo Borrero','Silvio Bonatti','Robert Volkan','Achille Piecheur','Ivan Kacic','Amar Sidran','Radek Kovar','Neil Baxter','Burke Ziobro','Sony Luiz','Hubert Tisci',Bettingspaintips,'Charlie Bryson','Eli Pickard','Rosario Barone',Knipser,'Aurelien Delon','Francesco Alinari','Frankie Geary','Owen Garth','Blake Foss','Rufus Rasco'}
@attribute TypeOfBet {'MATCH ODDS','OVER / UNDER','ASIAN HANDICAP'}
@attribute Odds numeric
@attribute Liquidity numeric
@attribute Take numeric

@data
'Sony Luiz','MATCH ODDS',3.1,1155.181998,80
'Anton Ebdon','MATCH ODDS',2.45,1159.541531,50
'Anton Ebdon','MATCH ODDS',3.6,1155.181998,60
'Burke Ziobro','ASIAN HANDICAP',3.43,1242.196228,100
'Hubert Tisci','OVER / UNDER',3.07,1260.554986,20
'Silvio Bonatti','ASIAN HANDICAP',2.95,1210.324938,100
'Sony Luiz','MATCH ODDS',3.3,1155.181998,80
'Sony Luiz','MATCH ODDS',3.3,1155.181998,80
'Achille Piecheur','MATCH ODDS',1.73,1098.896498,100
'Achille Piecheur','MATCH ODDS',1.65,1098.896498,100
'Amar Sidran','ASIAN HANDICAP',2.85,1229.547506,60
'Robert Volkan','MATCH ODDS',2.25,1159.541531,100
'Burke Ziobro','ASIAN HANDICAP',3.88,1242.196228,100
'Hubert Tisci','OVER / UNDER',2.38,1718.04718,80
'Radek Kovar','ASIAN HANDICAP',2.85,1281.035978,100
'Achille Piecheur','MATCH ODDS',3.35,1715.260137,100
'Amar Sidran','ASIAN HANDICAP',2.83,1081.255947,50
'Anton Ebdon','MATCH ODDS',3.13,1162.117321,60
'Burke Ziobro','MATCH ODDS',3.4,1155.181998,100
'Hubert Tisci','OVER / UNDER',2.91,1204.989929,40
'Anton Ebdon','MATCH ODDS',3.6,1155.181998,60
'Sony Luiz','MATCH ODDS',3,1715.427547,80
'Jeremy Price','ASIAN HANDICAP',3.09,1944.036127,100
'Radek Kovar','OVER / UNDER',3,1315.246104,100
'Hubert Tisci','OVER / UNDER',2.78,1792.696438,40
'Achille Piecheur','MATCH ODDS',2.1,436.738858,100
'Burke Ziobro','MATCH ODDS',3.5,297.471509,100
'Neil Baxter','MATCH ODDS',2.21,1755.053694,100
'Chris Tomas','MATCH ODDS',2.43,1753.360257,100
'Darijo Belic','OVER / UNDER',2.89,1793.916833,100
'Darijo Belic','ASIAN HANDICAP',2.95,2068.153885,100
'Hubert Tisci','MATCH ODDS',1.75,1770.643224,40
'Hubert Tisci','OVER / UNDER',2.44,1729.783295,40
'Ivan Kacic','ASIAN HANDICAP',3.06,1984.785696,100
'Silvio Bonatti','ASIAN HANDICAP',3.11,1997.040155,100
'Sony Luiz','MATCH ODDS',3.2,1715.279787,80
'Sony Luiz','MATCH ODDS',3.4,1715.260137,80
'Anton Ebdon','MATCH ODDS',2.38,1726.332266,50
'Chris Tomas','MATCH ODDS',1.73,1765.4908,100
'Chris Tomas','MATCH ODDS',1.91,1772.641879,100
'Darijo Belic','MATCH ODDS',2.3,1753.101293,100
'Ivan Kacic','ASIAN HANDICAP',2.83,2023.077578,100
'Achille Piecheur','MATCH ODDS',2.05,1745.093406,100
'Sony Luiz','MATCH ODDS',3.6,1715.13114,80
'Sony Luiz','MATCH ODDS',3,1715.427547,80
'Achille Piecheur','MATCH ODDS',1.85,436.738858,100
'Burke Ziobro','MATCH ODDS',3.58,297.471509,100
'Neil Baxter','MATCH ODDS',2.28,1754.792814,100
'Sony Luiz','MATCH ODDS',2.88,1715.400731,100
'Achille Piecheur','OVER / UNDER',3.54,1760.705555,100
'Anton Ebdon','MATCH ODDS',3.16,1192.693617,60
'Sony Luiz','MATCH ODDS',3.1,1192.693617,100
'Simeone Tassini','MATCH ODDS',3.41,1715.260137,100
'Sony Luiz','MATCH ODDS',3.4,1715.260137,80
'Achille Piecheur','OVER / UNDER',4,1354.625099,100
'Anton Ebdon','MATCH ODDS',3.53,1715.13114,60
'Hubert Tisci','OVER / UNDER',2.4,1726.161595,60
'Anton Ebdon','MATCH ODDS',3.2,1715.279787,60
'Anton Ebdon','MATCH ODDS',3.27,1715.260137,60
'Sony Luiz','MATCH ODDS',3.3,1715.260137,100
'Hubert Tisci','OVER / UNDER',2.4,1726.161595,80
'Silvio Bonatti','ASIAN HANDICAP',2.9,494.163882,100
'Sony Luiz','MATCH ODDS',3.1,1715.279787,100
'Amar Sidran','ASIAN HANDICAP',2.99,2397.006735,70
'Anton Ebdon','MATCH ODDS',2.2,219.694724,50
'Anton Ebdon','MATCH ODDS',3.62,2041.164965,80
'Hubert Tisci','OVER / UNDER',2.4,1726.161595,60
'Ivan Kacic','ASIAN HANDICAP',2.8,2082.491216,100
'Silvio Bonatti','ASIAN HANDICAP',2.86,207.67219,100
'Darijo Belic','ASIAN HANDICAP',2.95,2069.715486,100
'Hubert Tisci','OVER / UNDER',2.4,1726.161595,80
'Achille Piecheur','OVER / UNDER',3.5,1614.248753,100
'Anton Ebdon','ASIAN HANDICAP',4.53,1914.183362,60
'Silvio Bonatti','MATCH ODDS',2.06,1771.100074,100
'Anton Ebdon','MATCH ODDS',2.3,257.104679,60
'Anton Ebdon','MATCH ODDS',4.09,1712.731929,70
'Burke Ziobro','ASIAN HANDICAP',4.55,2016.674679,80
'Darijo Belic','MATCH ODDS',1.91,1774.286217,100
'Darijo Belic','MATCH ODDS',3,1740.391644,100
'Silvio Bonatti','ASIAN HANDICAP',2.84,1936.644488,100
'Silvio Bonatti','ASIAN HANDICAP',2.98,1969.328952,100
'Sony Luiz','MATCH ODDS',3.2,1715.279787,100
'Silvio Bonatti','ASIAN HANDICAP',2.9,1946.199761,100
'Sony Luiz','MATCH ODDS',3.2,219.694724,100
'Amar Sidran','ASIAN HANDICAP',2.83,2082.486677,60
'Chris Tomas','ASIAN HANDICAP',2.98,2078.790213,100
'Silvio Bonatti','ASIAN HANDICAP',3.08,1981.985652,100
'Anton Ebdon','MATCH ODDS',3.18,1715.279787,60
'Anton Ebdon','MATCH ODDS',3.3,1715.260137,60
'Gabriel Elias','MATCH ODDS',3.19,1715.279787,60
'Sony Luiz','MATCH ODDS',3.3,1715.260137,100
'Achille Piecheur','OVER / UNDER',8,1497.811551,100
'Hubert Tisci','ASIAN HANDICAP',2.4,1451.624936,60
'Simeone Tassini','MATCH ODDS',3.3,1715.260137,100
'Sony Luiz','MATCH ODDS',3.3,1715.260137,100
'Neil Baxter','MATCH ODDS',2,1442.585046,100
'Achille Piecheur','OVER / UNDER',9,1754.294065,100
'Anton Ebdon','MATCH ODDS',3.41,1715.260137,60
'Anton Ebdon','ASIAN HANDICAP',3.8,1914.53902,50
'Gabriel Elias','MATCH ODDS',3.14,1715.279787,60
'Jorge Aragundy','ASIAN HANDICAP',2.86,1967.960205,40
'Anton Ebdon','MATCH ODDS',3.12,1192.693617,60
'Silvio Bonatti','ASIAN HANDICAP',3.06,1984.785696,100
'Simeone Tassini','MATCH ODDS',3.4,1715.260137,100
'Jorge Aragundy','ASIAN HANDICAP',2.98,1944.711342,60
'Gabriel Elias','MATCH ODDS',3.46,1715.13114,60
'Silvio Bonatti','ASIAN HANDICAP',3.26,1299.34966,100
'Achille Piecheur','OVER / UNDER',6.5,1401.400758,100
'Anton Ebdon','MATCH ODDS',3.08,1192.693617,60
'Sony Luiz','MATCH ODDS',3,1192.693617,100
'Neil Baxter','MATCH ODDS',2.4,1753.360257,100
'Sony Luiz','MATCH ODDS',3.2,1715.279787,100
'Jeremy Price','ASIAN HANDICAP',3.1,1954.464129,100
'Achille Piecheur','MATCH ODDS',2.03,1442.585046,100
'Anton Ebdon','MATCH ODDS',2.38,1726.332266,60
'Achille Piecheur','MATCH ODDS',1.67,219.694724,100
'Anton Ebdon','MATCH ODDS',3.72,1712.721979,70
'Sony Luiz','MATCH ODDS',3.3,1715.260137,100
'Sony Luiz','MATCH ODDS',3.4,1715.260137,100
'Achille Piecheur','OVER / UNDER',3.5,1678.495124,100
'Sony Luiz','MATCH ODDS',3.1,1715.279787,100
'Christopher Silenos','MATCH ODDS',3.36,2041.164965,60
'Silvio Bonatti','ASIAN HANDICAP',3.17,257.104679,100
'Achille Piecheur','OVER / UNDER',11,1754.294065,100
'Hubert Tisci','ASIAN HANDICAP',2.81,2081.140719,40
'Jeremy Price','ASIAN HANDICAP',3.17,2056.261565,100
'Anton Ebdon','ASIAN HANDICAP',3.44,2485.99214,50
'Anton Ebdon','MATCH ODDS',3.35,883.597984,70
'Christopher Silenos','MATCH ODDS',2.27,2017.209943,60
'Neil Baxter','MATCH ODDS',2.3,869.555244,100
'Silvio Bonatti','ASIAN HANDICAP',3.06,2002.941866,100
'Sony Luiz','MATCH ODDS',3.25,883.597984,80
'Sony Luiz','MATCH ODDS',3.3,297.471509,80
'Darijo Belic','MATCH ODDS',1.8,1769.143328,100
'Anton Ebdon','MATCH ODDS',3.28,1715.260137,60
'Jorge Aragundy','ASIAN HANDICAP',2.9,1956.94682,60
'Sony Luiz','MATCH ODDS',3.2,1715.279787,80
'Sony Luiz','MATCH ODDS',3.3,1715.260137,80
'Darijo Belic','MATCH ODDS',3.2,1738.539212,100
'Sony Luiz','MATCH ODDS',3.1,1715.279787,80
'Achille Piecheur','MATCH ODDS',1.81,1770.783127,100
'Anton Ebdon','MATCH ODDS',3.56,1715.13114,60
'Hubert Tisci','ASIAN HANDICAP',3.08,2024.048731,20
'Silvio Bonatti','ASIAN HANDICAP',2.86,1947.454479,100
'Silvio Bonatti','ASIAN HANDICAP',2.94,2005.950759,100
'Silvio Bonatti','ASIAN HANDICAP',2.94,2005.950759,100
'Silvio Bonatti','ASIAN HANDICAP',2.85,1967.892506,100
'Sony Luiz','MATCH ODDS',3.2,1715.279787,80
'Silvio Bonatti','ASIAN HANDICAP',2.96,1958.592553,100
'Anton Ebdon','ASIAN HANDICAP',3.66,1933.332861,50
'Achille Piecheur','MATCH ODDS',1.91,1442.585046,100
'Anton Ebdon','MATCH ODDS',3.25,1715.260137,60
'Gabriel Elias','MATCH ODDS',3.28,1715.260137,60
'Achille Piecheur','MATCH ODDS',1.76,1398.082164,100
'Jeremy Price','ASIAN HANDICAP',3.09,2047.498314,100
'Sony Luiz','MATCH ODDS',3.2,1715.279787,100
'Sony Luiz','MATCH ODDS',3,1715.427547,100
'Gabriel Elias','MATCH ODDS',3.6,1715.13114,60
'Achille Piecheur','MATCH ODDS',3.58,1715.13114,100
'Achille Piecheur','MATCH ODDS',1.95,1310.175486,100
'Sony Luiz','MATCH ODDS',3,1192.693617,100
'Achille Piecheur','OVER / UNDER',4.4,1756.719171,100
'Achille Piecheur','MATCH ODDS',3.1,423.464498,50
'Achille Piecheur','MATCH ODDS',1.95,423.464498,50
'Achille Piecheur','MATCH ODDS',3.1,423.464498,50
'Achille Piecheur','MATCH ODDS',1.95,423.464498,50
'Anton Ebdon','MATCH ODDS',3.1,423.464498,60
'Sony Luiz','MATCH ODDS',3.1,423.464498,100
'Achille Piecheur','MATCH ODDS',1.51,1728.409157,100
'Sony Luiz','MATCH ODDS',3.3,1715.260137,100
'Achille Piecheur','MATCH ODDS',2.05,219.694724,100
'Achille Piecheur','MATCH ODDS',1.73,219.694724,100
'Anton Ebdon','MATCH ODDS',2.3,2041.164965,50
'Christopher Silenos','MATCH ODDS',3.61,2041.164965,60
'Silvio Bonatti','ASIAN HANDICAP',3.11,2397.006735,100
'Achille Piecheur','OVER / UNDER',3.71,257.104679,100
'Achille Piecheur','OVER / UNDER',3.1,1767.106148,100
'Gabriel Elias','MATCH ODDS',3.59,1715.13114,40
'Hubert Tisci','OVER / UNDER',2.5,1736.552112,40
'Achille Piecheur','MATCH ODDS',3.3,1715.260137,100
'Sony Luiz','MATCH ODDS',3.3,1715.260137,100
'Achille Piecheur','MATCH ODDS',2.18,1340.078869,50
'Achille Piecheur','MATCH ODDS',1.91,1310.175486,50
'Sony Luiz','MATCH ODDS',3.1,1192.693617,100
'Achille Piecheur','OVER / UNDER',7,1116.414596,50
'Achille Piecheur','MATCH ODDS',3.01,1192.693617,50
'Anton Ebdon','MATCH ODDS',3.03,1192.693617,60
'Sony Luiz','MATCH ODDS',2.9,1192.693617,100
'Radek Kovar','ASIAN HANDICAP',3,1207.512998,100
'Achille Piecheur','OVER / UNDER',4.25,748.984773,50
'Amar Sidran','ASIAN HANDICAP',2.85,748.984773,70
'Chris Tomas','MATCH ODDS',3.2,1738.539212,100
'Ivan Kacic','ASIAN HANDICAP',2.88,1999.450067,100
'Hubert Tisci','ASIAN HANDICAP',2.82,2023.077578,20
'Hubert Tisci','ASIAN HANDICAP',2.56,1978.379762,60
'Achille Piecheur','MATCH ODDS',1.5,1729.534588,100
'Chris Tomas','ASIAN HANDICAP',3.02,2075.252459,100
'Chris Tomas','MATCH ODDS',2.3,1753.101293,100
'Radek Kovar','OVER / UNDER',2.9,748.984773,100
'Sony Luiz','MATCH ODDS',3.3,1514.987626,100
'Achille Piecheur','MATCH ODDS',2,1769.94531,70
'Achille Piecheur','MATCH ODDS',1.91,1747.892351,100
'Sony Luiz','MATCH ODDS',3,1715.427547,100
'Sony Luiz','MATCH ODDS',3,219.694724,100
'Radek Kovar','ASIAN HANDICAP',3.01,748.984773,100
'Achille Piecheur','MATCH ODDS',1.91,1772.641879,100
'Achille Piecheur','MATCH ODDS',2.05,1471.783702,100
'Anton Ebdon','MATCH ODDS',3.32,1470.346806,60
'Achille Piecheur','OVER / UNDER',2.65,1768.195122,100
'Hubert Tisci','OVER / UNDER',2.33,1688.849707,40
'Anton Ebdon','MATCH ODDS',3.25,1715.260137,60
'Anton Ebdon','MATCH ODDS',3.21,1715.279787,60
'Anton Ebdon','MATCH ODDS',3.39,1715.260137,60
'Sony Luiz','MATCH ODDS',3.1,1715.279787,100
'Sony Luiz','MATCH ODDS',3.2,1715.279787,100
'Sony Luiz','MATCH ODDS',3.1,1715.279787,100
'Achille Piecheur','MATCH ODDS',1.67,1763.553077,100
'Achille Piecheur','OVER / UNDER',2.6,1747.538628,100
'Silvio Bonatti','ASIAN HANDICAP',3.06,1984.785696,100
'Silvio Bonatti','ASIAN HANDICAP',2.8,1994.606529,100
'Ivan Kacic','ASIAN HANDICAP',2.78,2016.54531,100
'Silvio Bonatti','ASIAN HANDICAP',2.88,1992.00234,100
'Sony Luiz','MATCH ODDS',3.4,1715.260137,80
'Sony Luiz','MATCH ODDS',2.9,1715.400731,80
'Sony Luiz','MATCH ODDS',2.9,1715.400731,80
'Sony Luiz','MATCH ODDS',2.9,1715.400731,80
'Achille Piecheur','MATCH ODDS',1.73,748.984773,100
'Hubert Tisci','ASIAN HANDICAP',2.54,2013.059353,40
'Ivan Kacic','ASIAN HANDICAP',2.9,2071.079412,100
'Robert Volkan','ASIAN HANDICAP',2.95,748.984773,100
'Robert Volkan','MATCH ODDS',2.2,748.984773,100
'Achille Piecheur','MATCH ODDS',2.2,748.984773,100
'Amar Sidran','ASIAN HANDICAP',3.02,748.984773,40
'Radek Kovar','OVER / UNDER',3.15,748.984773,100
'Radek Kovar','OVER / UNDER',3.17,748.984773,100
'Robert Volkan','MATCH ODDS',1.95,748.984773,100
'Radek Kovar','OVER / UNDER',2.92,748.984773,100
'Achille Piecheur','OVER / UNDER',2.86,1771.758315,100
'Achille Piecheur','MATCH ODDS',2.25,1728.146418,100
'Anton Ebdon','ASIAN HANDICAP',3.34,1964.715289,50
'Radek Kovar','OVER / UNDER',3.02,1633.150551,100
'Jeremy Price','ASIAN HANDICAP',3.2,2009.515006,100
'Radek Kovar','OVER / UNDER',3.09,1767.440236,100
'Silvio Bonatti','ASIAN HANDICAP',3.19,2009.515006,100
'Sony Luiz','MATCH ODDS',3,1715.427547,80
'Anton Ebdon','MATCH ODDS',4.02,1155.181998,80
'Darijo Belic','ASIAN HANDICAP',3.04,1153.076928,100
'Radek Kovar','OVER / UNDER',3.12,241.763191,100
'Silvio Bonatti','ASIAN HANDICAP',2.84,1081.255947,100
'Silvio Bonatti','ASIAN HANDICAP',3.02,1150.783569,100
'Simeone Tassini','MATCH ODDS',2.54,1162.117321,100
'Sony Luiz','MATCH ODDS',3.2,1155.181998,80
'Sony Luiz','MATCH ODDS',3.2,1155.181998,80
'Achille Piecheur','MATCH ODDS',1.8,1098.896498,100
'Achille Piecheur','OVER / UNDER',3.3,1249.182251,100
'Achille Piecheur','MATCH ODDS',2.1,1155.181998,100
'Amar Sidran','ASIAN HANDICAP',3.04,1307.385485,50
'Anton Ebdon','MATCH ODDS',3.43,1155.181998,60
'Darijo Belic','ASIAN HANDICAP',3.07,1307.385485,100
'Hubert Tisci','OVER / UNDER',2.85,1204.989929,40
'Silvio Bonatti','ASIAN HANDICAP',3.01,1208.031579,100
'Silvio Bonatti','ASIAN HANDICAP',3.01,1301.368486,100
'Simeone Tassini','ASIAN HANDICAP',2.94,1332.981491,100
'Simeone Tassini','MATCH ODDS',3,1162.117321,100
'Chris Tomas','ASIAN HANDICAP',2.98,1301.368486,100
'Hubert Tisci','ASIAN HANDICAP',2.65,1229.547506,60
'Radek Kovar','ASIAN HANDICAP',3.08,1332.981491,100
'Silvio Bonatti','ASIAN HANDICAP',2.83,1936.644488,100
'Silvio Bonatti','ASIAN HANDICAP',3.17,1153.076928,100
'Sony Luiz','MATCH ODDS',3.2,1155.181998,80
'Achille Piecheur','OVER / UNDER',2.6,1747.538628,100
'Hubert Tisci','MATCH ODDS',1.91,1774.286217,40
'Gabriel Elias','MATCH ODDS',3.25,1715.260137,60
'Hubert Tisci','OVER / UNDER',2.9,1772.071806,40
'Achille Piecheur','MATCH ODDS',1.55,219.694724,100
'Burke Ziobro','ASIAN HANDICAP',3.13,479.708905,100
'Sony Luiz','MATCH ODDS',3.3,1715.260137,80
'Sony Luiz','MATCH ODDS',3.1,297.471509,80
'Jeremy Price','ASIAN HANDICAP',2.83,1952.979005,100
'Sony Luiz','MATCH ODDS',3.25,1715.260137,80
'Gabriel Elias','MATCH ODDS',2.48,1751.695256,80
'Hubert Tisci','OVER / UNDER',2.35,1701.825216,80
'Radek Kovar','ASIAN HANDICAP',3,435.508398,100
'Sony Luiz','MATCH ODDS',3.4,1715.260137,80
'Anton Ebdon','MATCH ODDS',2.95,1715.400731,50
'Burke Ziobro','MATCH ODDS',3.35,1715.260137,80
'Sony Luiz','MATCH ODDS',3.25,1715.260137,80
'Burke Ziobro','MATCH ODDS',3.4,297.471509,100
'Gabriel Elias','MATCH ODDS',3.34,1715.260137,100
'Silvio Bonatti','ASIAN HANDICAP',3.04,1996.626279,100
'Sony Luiz','MATCH ODDS',3.3,297.471509,80
'Chris Tomas','ASIAN HANDICAP',2.92,2005.356418,100
'Silvio Bonatti','ASIAN HANDICAP',2.86,1996.654489,100
'Silvio Bonatti','ASIAN HANDICAP',3.12,1973.858477,100
'Achille Piecheur','MATCH ODDS',1.53,1730.425337,100
'Sony Luiz','MATCH ODDS',3,1192.693617,80
'Anton Ebdon','MATCH ODDS',3.15,1715.279787,60
'Sony Luiz','MATCH ODDS',3.6,1715.13114,80
'Anton Ebdon','MATCH ODDS',3.3,1715.260137,60
'Gabriel Elias','MATCH ODDS',3.3,1715.260137,60
'Sony Luiz','MATCH ODDS',3.3,1715.260137,80
'Sony Luiz','MATCH ODDS',3.2,1312.985629,80
'Anton Ebdon','MATCH ODDS',2.05,627.646876,50
'Anton Ebdon','MATCH ODDS',2.2,627.646876,50
'Anton Ebdon','MATCH ODDS',3.43,1715.260137,60
'Sony Luiz','MATCH ODDS',3.1,627.646876,80
'Sony Luiz','MATCH ODDS',3.4,1715.260137,80
'Sony Luiz','MATCH ODDS',3.3,1715.260137,80
'Anton Ebdon','MATCH ODDS',3.29,1715.260137,60
'Gabriel Elias','MATCH ODDS',3.3,1715.260137,100
'Sony Luiz','MATCH ODDS',3.2,1715.279787,80
'Ivan Kacic','ASIAN HANDICAP',2.85,2000.761638,100
'Burke Ziobro','ASIAN HANDICAP',3.83,898.583739,100
'Silvio Bonatti','ASIAN HANDICAP',2.91,1956.925716,100
'Silvio Bonatti','ASIAN HANDICAP',2.99,2067.018073,100
'Silvio Bonatti','ASIAN HANDICAP',2.98,1955.473433,100
'Sony Luiz','MATCH ODDS',3.1,219.694724,80
'Anton Ebdon','MATCH ODDS',3.6,1715.13114,60
'Sony Luiz','MATCH ODDS',3.2,1715.279787,80
'Achille Piecheur','MATCH ODDS',2.1,1768.818655,100
'Amar Sidran','ASIAN HANDICAP',2.88,2441.35765,60
'Amar Sidran','ASIAN HANDICAP',2.8,1572.538472,40
'Anton Ebdon','MATCH ODDS',4.31,1712.714041,80
'Chris Tomas','ASIAN HANDICAP',3.04,1582.242041,100
'Christopher Silenos','MATCH ODDS',3.8,2041.164965,60
'Christopher Silenos','MATCH ODDS',2.75,2017.209943,60
'Darijo Belic','MATCH ODDS',1.7,1766.022708,100
'Hubert Tisci','MATCH ODDS',1.53,1728.780999,40
'Hubert Tisci','OVER / UNDER',2.86,1793.442156,40
'Jeremy Price','ASIAN HANDICAP',2.83,1591.574044,100
'Darijo Belic','MATCH ODDS',1.83,1770.783127,100
'Radek Kovar','ASIAN HANDICAP',2.89,435.247487,100
'Sony Luiz','MATCH ODDS',3,1715.427547,80
'Anton Ebdon','MATCH ODDS',3.6,1715.13114,60
'Gabriel Elias','MATCH ODDS',3.31,1715.260137,60
'Radek Kovar','OVER / UNDER',3,1766.786719,100
'Silvio Bonatti','ASIAN HANDICAP',2.75,1962.3502,100
'Sony Luiz','MATCH ODDS',3.1,1715.279787,80
'Achille Piecheur','MATCH ODDS',1.73,1765.4908,100
'Achille Piecheur','OVER / UNDER',2.7,1767.418542,100
'Anton Ebdon','MATCH ODDS',2.83,1740.392871,50
'Radek Kovar','MATCH ODDS',1.91,1774.286217,100
'Hubert Tisci','ASIAN HANDICAP',2.45,1978.872039,40
'Achille Piecheur','MATCH ODDS',1.65,1763.694791,100
'Anton Ebdon','ASIAN HANDICAP',3.29,1927.475392,50
'Silvio Bonatti','ASIAN HANDICAP',2.77,1976.035356,100
'Silvio Bonatti','ASIAN HANDICAP',2.9,207.67219,100
'Sony Luiz','MATCH ODDS',3.25,1715.260137,80
'Sony Luiz','MATCH ODDS',3.3,1715.260137,80
'Achille Piecheur','MATCH ODDS',1.88,436.738858,100
'Amar Sidran','ASIAN HANDICAP',2.96,1978.529539,50
'Anton Ebdon','MATCH ODDS',3.01,1192.693617,60
'Sony Luiz','MATCH ODDS',2.88,1192.693617,80
'Sony Luiz','MATCH ODDS',3,1715.427547,80
'Jorge Aragundy','ASIAN HANDICAP',3.02,1996.626279,60
'Anton Ebdon','MATCH ODDS',2.41,1753.360257,50
'Gabriel Elias','MATCH ODDS',3.4,1715.260137,60
'Hubert Tisci','ASIAN HANDICAP',2.7,2012.893705,40
'Jorge Aragundy','ASIAN HANDICAP',2.82,2023.077578,50
'Anton Ebdon','MATCH ODDS',2.64,1742.529252,50
'Achille Piecheur','MATCH ODDS',2.12,1338.856639,100
'Achille Piecheur','OVER / UNDER',8,1401.400758,100
'Anton Ebdon','MATCH ODDS',3.24,1715.279787,60
'Anton Ebdon','MATCH ODDS',3.4,1715.260137,60
'Hubert Tisci','ASIAN HANDICAP',2.57,1958.171226,40
'Anton Ebdon','MATCH ODDS',3.4,627.646876,60
'Achille Piecheur','OVER / UNDER',3.64,1759.005571,100
'Silvio Bonatti','ASIAN HANDICAP',3.05,1955.590794,100
'Silvio Bonatti','ASIAN HANDICAP',2.95,1978.627732,100
'Anton Ebdon','MATCH ODDS',3.69,1712.721979,70
'Anton Ebdon','MATCH ODDS',2.25,257.104679,50
'Daniel Larsen','ASIAN HANDICAP',2.8,2536.645107,80
'Hubert Tisci','OVER / UNDER',2.81,1768.924234,40
'Burke Ziobro','ASIAN HANDICAP',4.12,498.151938,100
'Gabriel Elias','MATCH ODDS',3.5,1715.13114,80
'Gabriel Elias','MATCH ODDS',3.72,1712.721979,100
'Gabriel Elias','MATCH ODDS',1.99,1769.94531,80
'Silvio Bonatti','ASIAN HANDICAP',2.92,1976.695226,100
'Amar Sidran','ASIAN HANDICAP',2.9,1976.883805,60
'Silvio Bonatti','ASIAN HANDICAP',2.97,1978.529539,100
'Simeone Tassini','MATCH ODDS',3.3,1715.260137,100
'Silvio Bonatti','ASIAN HANDICAP',3.67,435.247487,100
'Chris Tomas','ASIAN HANDICAP',3.32,883.178742,100
'Darijo Belic','MATCH ODDS',2.24,1753.610574,100
'Gabriel Elias','MATCH ODDS',3.28,1715.260137,60
'Achille Piecheur','MATCH ODDS',2.24,1753.610574,100
'Anton Ebdon','MATCH ODDS',3.7,1737.704693,70
'Christopher Silenos','MATCH ODDS',4.11,1712.721077,60
'Ivan Kacic','ASIAN HANDICAP',2.94,2002.080581,100
'Jeremy Price','ASIAN HANDICAP',2.89,1953.996277,100
'Silvio Bonatti','ASIAN HANDICAP',3.6,1969.8545,100
'Anton Ebdon','ASIAN HANDICAP',3.88,1931.197634,60
'Darijo Belic','MATCH ODDS',1.94,1772.940171,100
'Hubert Tisci','OVER / UNDER',2.55,1736.960271,40
'Achille Piecheur','MATCH ODDS',2.25,219.694724,100
'Amar Sidran','ASIAN HANDICAP',2.82,1998.410631,60
'Achille Piecheur','OVER / UNDER',3.1,1696.856612,100
'Anton Ebdon','MATCH ODDS',3.04,1192.693617,60
'Anton Ebdon','MATCH ODDS',3.06,1192.693617,60
'Chris Tomas','ASIAN HANDICAP',3.01,1953.759189,100
'Gabriel Elias','MATCH ODDS',3.25,1715.260137,60
'Hubert Tisci','ASIAN HANDICAP',2.52,1973.304791,60
'Anton Ebdon','MATCH ODDS',3.49,1312.985629,60
'Simeone Tassini','MATCH ODDS',3.4,1715.260137,100
'Simeone Tassini','MATCH ODDS',3.13,1715.279787,100
'Anton Ebdon','MATCH ODDS',2.38,1726.332266,50
'Silvio Bonatti','ASIAN HANDICAP',2.8,1947.139853,100
'Anton Ebdon','MATCH ODDS',3.1,1715.279787,60
'Gabriel Elias','MATCH ODDS',3.5,1715.13114,60
'Hubert Tisci','ASIAN HANDICAP',2.98,1629.028057,40
'Achille Piecheur','OVER / UNDER',5.33,1497.811551,100
'Achille Piecheur','MATCH ODDS',1.68,1461.133865,100
'Achille Piecheur','MATCH ODDS',1.95,1748.824162,100
'Anton Ebdon','ASIAN HANDICAP',3.47,1953.230206,50
'Gabriel Elias','MATCH ODDS',3.2,1715.279787,60
'Achille Piecheur','MATCH ODDS',2,297.471509,100
'Sony Luiz','ASIAN HANDICAP',2.81,512.681908,80
'Sony Luiz','ASIAN HANDICAP',3.19,1930.053768,80
'Achille Piecheur','MATCH ODDS',3.18,219.694724,100
'Anton Ebdon','MATCH ODDS',3.29,1715.260137,60
'Gabriel Elias','MATCH ODDS',1.85,1770.619829,80
'Ivan Kacic','ASIAN HANDICAP',2.85,2021.34796,100
'Sony Luiz','ASIAN HANDICAP',2.83,2485.99214,80
'Achille Piecheur','MATCH ODDS',3.44,2041.164965,40
'Achille Piecheur','MATCH ODDS',2.2,2041.164965,60
'Anton Ebdon','MATCH ODDS',2.2,2041.164965,50
'Gabriel Elias','MATCH ODDS',3.23,1715.279787,60
'Sony Luiz','ASIAN HANDICAP',2.92,1946.011181,80
'Sony Luiz','ASIAN HANDICAP',2.99,1984.044452,80
'Achille Piecheur','MATCH ODDS',2.95,1192.693617,50
'Achille Piecheur','MATCH ODDS',1.91,1310.175486,50
'Radek Kovar','OVER / UNDER',3.06,1556.093104,100
'Sony Luiz','ASIAN HANDICAP',2.98,1448.622988,80
