@relation Records-weka.filters.unsupervised.attribute.StringToNominal-R1-1

@attribute TypeOfBet {'ASIAN HANDICAP','MATCH ODDS','OVER UNDER'}
@attribute Odds numeric
@attribute Liquidity numeric

@data
'ASIAN HANDICAP',1.83,1998.477339
'ASIAN HANDICAP',1.85,1903.257622
'ASIAN HANDICAP',1.85,1903.257622
'ASIAN HANDICAP',2,2023.75344
'ASIAN HANDICAP',2.11,1997.040155
'ASIAN HANDICAP',2.06,2019.285646
'ASIAN HANDICAP',1.85,1998.232235
'MATCH ODDS',3.38,1663.35092
'ASIAN HANDICAP',2.05,1632.458498
'OVER UNDER',2.2,1257.701435
'MATCH ODDS',2.5,1004.408305
'ASIAN HANDICAP',1.98,1194.234288
'OVER UNDER',2.11,1271.046994
'ASIAN HANDICAP',1.93,1370.39401
'MATCH ODDS',3.08,1547.912272
'ASIAN HANDICAP',1.84,986.09557
'ASIAN HANDICAP',4.55,1299.394563
'ASIAN HANDICAP',2.66,1296.787333
'OVER UNDER',2.2,1778.348577
'MATCH ODDS',2.99,1547.915197
'MATCH ODDS',2.9,1547.887154
'MATCH ODDS',3.2,1547.912272
'MATCH ODDS',2.95,1547.887154
'OVER UNDER',1.76,1569.568847
'ASIAN HANDICAP',1.98,1658.44723
'OVER UNDER',2,1257.84188
'OVER UNDER',1.93,1765.299909
'OVER UNDER',1.91,1630.024953
'OVER UNDER',2.12,1575.772586
'ASIAN HANDICAP',1.92,2071.438519
'OVER UNDER',2.44,1754.631626
'ASIAN HANDICAP',2.08,1063.983936
'OVER UNDER',1.9,1669.229757
'OVER UNDER',2.2,1754.165825
'ASIAN HANDICAP',2.13,1999.993774
'ASIAN HANDICAP',2.4,1992.925437
'ASIAN HANDICAP',7.4,1100.443857
'ASIAN HANDICAP',3.15,1101.173634
'ASIAN HANDICAP',2.17,1101.291964
'ASIAN HANDICAP',1.86,2021.415659
'ASIAN HANDICAP',2.38,2027.213018
'ASIAN HANDICAP',4.7,2021.202524
'ASIAN HANDICAP',2.02,1913.195263
'OVER UNDER',2.2,1776.576847
'OVER UNDER',1.91,1808.832922
'ASIAN HANDICAP',1.82,1912.808103
'MATCH ODDS',3.5,1547.876989
'OVER UNDER',1.89,1635.520462
'ASIAN HANDICAP',1.85,1856.056509
'ASIAN HANDICAP',2.12,1634.544743
'ASIAN HANDICAP',2.04,1752.667925
'ASIAN HANDICAP',2.02,1673.583528
'ASIAN HANDICAP',2.08,1603.272699
'ASIAN HANDICAP',1.96,1988.859374
'OVER UNDER',2.03,1766.398025
'ASIAN HANDICAP',2.85,1061.860243
'ASIAN HANDICAP',1.86,1994.664923
'ASIAN HANDICAP',1.91,1956.925716
'MATCH ODDS',2.2,1005.841988
'OVER UNDER',1.82,1763.319759
'MATCH ODDS',1.75,1283.838403
'MATCH ODDS',1.75,1771.256018
'ASIAN HANDICAP',2.01,1642.492827
'MATCH ODDS',3.23,1547.912272
'ASIAN HANDICAP',2.08,1875.207221
'MATCH ODDS',3.48,1367.103106
'MATCH ODDS',3.43,1367.118738
'OVER UNDER',1.8,1405.187528
'MATCH ODDS',3.3,1230.258077
'MATCH ODDS',1.84,959.395454
'ASIAN HANDICAP',1.79,1907.424407
'ASIAN HANDICAP',2.06,1984.785696
'ASIAN HANDICAP',2.04,2028.767645
'OVER UNDER',1.8,1752.388638
'ASIAN HANDICAP',1.97,1988.859374
'OVER UNDER',1.97,1783.545555
'OVER UNDER',2.04,1408.953428
'MATCH ODDS',2.98,947.482757
'MATCH ODDS',3.21,947.479831
'ASIAN HANDICAP',1.9,1916.777384
'ASIAN HANDICAP',1.77,2016.54531
'ASIAN HANDICAP',1.92,1335.001163
'OVER UNDER',1.8,1807.431214
'ASIAN HANDICAP',1.83,1868.867247
'OVER UNDER',1.88,609.713898
'OVER UNDER',2.11,1766.64549
'ASIAN HANDICAP',1.88,1560.446952
'ASIAN HANDICAP',2.03,1864.81487
'ASIAN HANDICAP',1.94,1029.242543
'ASIAN HANDICAP',2.09,1944.525013
'ASIAN HANDICAP',1.85,958.072183
'ASIAN HANDICAP',1.86,1994.664923
'ASIAN HANDICAP',2.02,834.921618
'ASIAN HANDICAP',1.95,838.768819
'ASIAN HANDICAP',1.95,2001.536715
'ASIAN HANDICAP',1.77,1943.654902
'OVER UNDER',2.02,1797.449798
'ASIAN HANDICAP',1.81,2072.667789
'ASIAN HANDICAP',1.99,1031.577675
'ASIAN HANDICAP',1.72,1981.231298
'MATCH ODDS',3.43,1717.841775
'OVER UNDER',2,1766.786719
'OVER UNDER',6.5,1722.959071
'OVER UNDER',2.17,1574.843026
'OVER UNDER',2.1,1677.043104
'ASIAN HANDICAP',1.84,1726.851854
'ASIAN HANDICAP',1.97,1776.14726
'ASIAN HANDICAP',2.66,618.636986
'MATCH ODDS',1.5,1729.534588
'ASIAN HANDICAP',1.82,2069.365175
'OVER UNDER',2.3,1560.638285
'ASIAN HANDICAP',2,1907.711516
'OVER UNDER',2.02,1750.152638
'MATCH ODDS',2.45,1726.332266
'ASIAN HANDICAP',1.99,1873.784964
'MATCH ODDS',3.12,1547.912272
'MATCH ODDS',3,1367.140086
'MATCH ODDS',3.06,1367.140086
'MATCH ODDS',2.01,1769.94531
'ASIAN HANDICAP',2.39,1860.606684
'ASIAN HANDICAP',1.88,1979.855758
'ASIAN HANDICAP',1.9,2067.341648
'ASIAN HANDICAP',1.93,2067.125543
'ASIAN HANDICAP',5.4,1068.155928
'ASIAN HANDICAP',1.86,1056.758961
'ASIAN HANDICAP',1.87,2023.113169
'OVER UNDER',2.02,1750.152638
'ASIAN HANDICAP',2.74,1970.488486
'OVER UNDER',2.34,1731.644768
'ASIAN HANDICAP',1.99,1997.805846
'MATCH ODDS',3.94,1712.731929
'MATCH ODDS',10.64,1732.099161
'ASIAN HANDICAP',2.23,2044.665613
'OVER UNDER',1.8,1792.679983
'OVER UNDER',1.78,1310.012017
'ASIAN HANDICAP',1.85,1226.437068
'ASIAN HANDICAP',1.73,1260.7625
'MATCH ODDS',3.58,925.229301
'MATCH ODDS',3.37,923.092613
'ASIAN HANDICAP',1.84,1979.673683
'MATCH ODDS',1.9,1774.310362
'OVER UNDER',2.2,1777.235111
'ASIAN HANDICAP',2.64,1963.913504
'ASIAN HANDICAP',1.98,1875.499208
'ASIAN HANDICAP',2.08,1907.880476
'ASIAN HANDICAP',2.14,655.054102
'MATCH ODDS',1.92,1772.474403
'MATCH ODDS',3.1,1713.345109
'OVER UNDER',1.69,1803.518229
'MATCH ODDS',3.37,1663.35092
'ASIAN HANDICAP',3.1,648.893788
'MATCH ODDS',3.55,1547.876989
'MATCH ODDS',3.06,1367.140086
'ASIAN HANDICAP',2.69,1978.699309
'ASIAN HANDICAP',2.01,1907.711516
'ASIAN HANDICAP',1.9,1225.424442
'MATCH ODDS',2.28,1722.541902
'MATCH ODDS',2.25,1723.00285
'MATCH ODDS',4.4,1737.233046
'MATCH ODDS',1.95,1774.987331
'ASIAN HANDICAP',2.8,1988.554363
'MATCH ODDS',3.78,1710.787301
'ASIAN HANDICAP',1.76,1718.411016
'OVER UNDER',2.6,1552.031108
'ASIAN HANDICAP',1.78,1904.156486
'ASIAN HANDICAP',1.83,2062.582957
'MATCH ODDS',6.6,1712.685849
'OVER UNDER',2.13,1787.422076
'OVER UNDER',2.02,1767.542572
'ASIAN HANDICAP',1.97,2032.963712
'OVER UNDER',1.98,1694.637719
'ASIAN HANDICAP',1.98,2019.442153
'ASIAN HANDICAP',2.4,2025.032776
'OVER UNDER',2.12,1758.054764
'ASIAN HANDICAP',2.13,1904.615672
'MATCH ODDS',5.64,1584.799924
'ASIAN HANDICAP',1.94,1634.274581
'OVER UNDER',2.09,1404.558166
'OVER UNDER',2.95,1549.894727
'MATCH ODDS',3.16,1715.279787
'MATCH ODDS',2.99,1715.428773
'ASIAN HANDICAP',1.82,1979.673683
'ASIAN HANDICAP',1.99,1517.621129
'OVER UNDER',1.83,1807.426675
'OVER UNDER',3.55,1070.273087
'MATCH ODDS',3,1547.91397
'OVER UNDER',1.86,1794.069658
'ASIAN HANDICAP',2.33,1297.971622
'ASIAN HANDICAP',2.13,2000.720093
'ASIAN HANDICAP',2.52,2049.175733
'ASIAN HANDICAP',1.92,1102.433751
'OVER UNDER',1.93,1783.453821
'ASIAN HANDICAP',1.79,1290.476665
'ASIAN HANDICAP',1.84,1958.325352
'OVER UNDER',2.07,1784.855932
'ASIAN HANDICAP',1.85,1296.727775
'ASIAN HANDICAP',1.82,2075.502686
'ASIAN HANDICAP',1.9,2005.544998
'ASIAN HANDICAP',1.88,2074.894252
'ASIAN HANDICAP',1.95,1979.878907
'ASIAN HANDICAP',1.8,2060.069083
'ASIAN HANDICAP',1.96,1201.279078
'ASIAN HANDICAP',2.11,2011.776486
'OVER UNDER',1.85,1042.050683
'MATCH ODDS',3.43,1663.35092
'ASIAN HANDICAP',1.74,1297.780137
'MATCH ODDS',3.56,1367.103106
'MATCH ODDS',3.71,1364.693945
'ASIAN HANDICAP',9.2,1300.532132
'ASIAN HANDICAP',3.32,1293.171054
'ASIAN HANDICAP',1.96,1090.761526
'OVER UNDER',1.89,1794.738754
'ASIAN HANDICAP',1.96,2081.612052
'ASIAN HANDICAP',1.92,2074.309611
'ASIAN HANDICAP',1.67,2059.066576
'MATCH ODDS',3.4,1713.325459
'ASIAN HANDICAP',1.87,1522.407701
'OVER UNDER',2.11,1405.631467
'OVER UNDER',1.99,1399.681211
'ASIAN HANDICAP',1.96,1449.579075
'ASIAN HANDICAP',1.8,1642.336074
'MATCH ODDS',2.89,1547.887154
'MATCH ODDS',3.04,1547.91397
'MATCH ODDS',3.04,1547.91397
'MATCH ODDS',2.88,1547.887154
'MATCH ODDS',3.11,1547.912272
'MATCH ODDS',9.09,1281.652459
'ASIAN HANDICAP',2.3,1527.560592
'ASIAN HANDICAP',2,1341.451865
'MATCH ODDS',2.17,1765.190018
'ASIAN HANDICAP',2.16,1128.085116
'ASIAN HANDICAP',1.86,965.167003
'ASIAN HANDICAP',1.82,1412.337482
'ASIAN HANDICAP',1.98,1983.920316
'ASIAN HANDICAP',1.8,1947.139853
'ASIAN HANDICAP',1.84,2000.766404
'OVER UNDER',1.92,1808.280355
'ASIAN HANDICAP',1.74,1992.231316
'OVER UNDER',2.14,1785.904712
'ASIAN HANDICAP',2.69,1668.183993
'OVER UNDER',1.74,1016.979606
'MATCH ODDS',3.59,1547.876989
'OVER UNDER',2.05,1630.127407
'ASIAN HANDICAP',2.66,2043.472496
'OVER UNDER',2,1571.310076
'OVER UNDER',2.03,1579.171894
'ASIAN HANDICAP',2.04,1820.014056
'MATCH ODDS',3.36,1547.892622
'OVER UNDER',2.16,1574.843026
'ASIAN HANDICAP',2.1,1895.350301
'ASIAN HANDICAP',1.83,1724.032377
'OVER UNDER',2.3,1480.030512
'OVER UNDER',1.86,1793.442156
'ASIAN HANDICAP',2.09,2062.696608
'ASIAN HANDICAP',2.03,1085.544858
'ASIAN HANDICAP',1.86,1084.151601
'ASIAN HANDICAP',2.06,1634.269328
'MATCH ODDS',2.1,1305.552182
'MATCH ODDS',2.97,1367.113271
'MATCH ODDS',3.24,1230.277728
'OVER UNDER',2.33,1157.201449
'OVER UNDER',1.52,1738.080427
'OVER UNDER',2.32,883.072
'MATCH ODDS',3.39,1091.605975
'MATCH ODDS',3.19,1091.625625
'ASIAN HANDICAP',1.88,1317.595322
'OVER UNDER',1.83,1081.698169
'ASIAN HANDICAP',2.75,2033.187405
'OVER UNDER',2.06,1779.06617
'ASIAN HANDICAP',1.97,1989.300548
'ASIAN HANDICAP',2.04,1243.585588
'ASIAN HANDICAP',1.8,1569.970543
'OVER UNDER',1.73,1776.07626
'OVER UNDER',1.84,1754.957086
'ASIAN HANDICAP',1.89,2036.756741
'OVER UNDER',1.93,1746.969105
'MATCH ODDS',3.51,922.53893
'ASIAN HANDICAP',1.8,1903.266928
'ASIAN HANDICAP',1.8,1311.553567
'ASIAN HANDICAP',1.76,1962.3502
'ASIAN HANDICAP',1.88,1963.43125
'OVER UNDER',2.11,1641.37421
'ASIAN HANDICAP',1.95,2001.536715
'ASIAN HANDICAP',1.88,1992.00234
'ASIAN HANDICAP',1.78,1307.19666
'OVER UNDER',1.95,1762.826596
'OVER UNDER',1.86,1763.645828
'OVER UNDER',1.96,1794.235875
'ASIAN HANDICAP',1.89,1979.414584
'ASIAN HANDICAP',1.82,1465.17441
'OVER UNDER',1.87,1748.760081
'ASIAN HANDICAP',1.85,2022.899181
'ASIAN HANDICAP',1.72,974.409128
'ASIAN HANDICAP',2.01,946.957036
'OVER UNDER',1.91,1771.849067
'OVER UNDER',2,1802.821789
'MATCH ODDS',3.16,1663.37057
'MATCH ODDS',3.39,1663.35092
'MATCH ODDS',3.38,1663.35092
'MATCH ODDS',3.05,1715.281486
'MATCH ODDS',3.17,1547.912272
'OVER UNDER',2.21,1412.282313
'OVER UNDER',2.08,1583.229446
'ASIAN HANDICAP',1.87,1861.638496
'MATCH ODDS',1.83,875.323596
'MATCH ODDS',2,790.554152
'ASIAN HANDICAP',2.03,1733.667605
'ASIAN HANDICAP',1.86,1604.400969
'ASIAN HANDICAP',1.81,1497.413132
'ASIAN HANDICAP',1.89,2072.466128
'MATCH ODDS',1.73,1767.769453
'ASIAN HANDICAP',2.04,1940.369302
'MATCH ODDS',3.4,1091.605975
'ASIAN HANDICAP',1.92,2081.25821
'ASIAN HANDICAP',1.84,1979.673683
'ASIAN HANDICAP',2.05,1868.762411
'MATCH ODDS',2.1,1614.728173
'ASIAN HANDICAP',2.49,1675.332127
'OVER UNDER',2.23,872.10823
'OVER UNDER',1.72,879.487775
'ASIAN HANDICAP',2.08,1954.959031
'ASIAN HANDICAP',1.96,1568.749647
'ASIAN HANDICAP',2.04,1741.218919
'ASIAN HANDICAP',3.95,770.975705
'ASIAN HANDICAP',1.85,758.756119
'MATCH ODDS',3.55,925.229301
'OVER UNDER',2.08,1793.514906
'OVER UNDER',2.12,1742.051764
'ASIAN HANDICAP',1.89,1994.10461
'OVER UNDER',2.08,1697.163585
'MATCH ODDS',2.1,943.243427
'ASIAN HANDICAP',2.01,1911.834828
'ASIAN HANDICAP',2.04,2074.963685
'ASIAN HANDICAP',2.12,769.10724
'OVER UNDER',2.08,608.031244
'OVER UNDER',1.87,1545.788726
'OVER UNDER',2.13,1490.504583
'MATCH ODDS',3.14,1663.37057
'OVER UNDER',2.02,1773.216115
'MATCH ODDS',1.9,1774.310362
'ASIAN HANDICAP',1.9,1195.306688
'ASIAN HANDICAP',1.84,1903.262389
'ASIAN HANDICAP',1.85,1104.224915
'ASIAN HANDICAP',2.21,1247.064572
'OVER UNDER',2.23,1021.093903
'ASIAN HANDICAP',1.79,1942.242671
'ASIAN HANDICAP',1.88,2079.503925
'OVER UNDER',2.35,1221.980216
'ASIAN HANDICAP',2.06,1897.513141
'ASIAN HANDICAP',1.83,1962.413979
'ASIAN HANDICAP',1.83,1209.406581
'ASIAN HANDICAP',1.9,1917.786321
'ASIAN HANDICAP',1.99,1934.491337
'ASIAN HANDICAP',1.82,1743.419988
'ASIAN HANDICAP',1.72,1307.36491
'OVER UNDER',1.81,904.475265
'ASIAN HANDICAP',1.8,1173.807843
'ASIAN HANDICAP',1.98,1117.521046
'OVER UNDER',1.82,1794.180355
'ASIAN HANDICAP',2.17,1229.919005
'OVER UNDER',2.2,1022.23008
'ASIAN HANDICAP',1.84,1310.250844
'MATCH ODDS',3.2,1682.753335
'ASIAN HANDICAP',2.07,1953.18368
'OVER UNDER',9.5,1599.601264
'ASIAN HANDICAP',1.84,1287.534035
'ASIAN HANDICAP',2.78,1162.042198
'ASIAN HANDICAP',1.89,2061.990003
'ASIAN HANDICAP',1.85,1416.223082
'ASIAN HANDICAP',2.02,1230.091654
'OVER UNDER',1.9,1619.216681
'ASIAN HANDICAP',1.9,1957.64852
'ASIAN HANDICAP',1.98,2003.779711
'OVER UNDER',1.81,1737.019511
'MATCH ODDS',3.26,1547.892622
'OVER UNDER',2.11,1659.741619
'ASIAN HANDICAP',1.77,1997.880302
'ASIAN HANDICAP',1.86,2043.549813
'OVER UNDER',1.97,1783.545555
'OVER UNDER',2.09,1661.526583
'ASIAN HANDICAP',1.99,1907.711516
'ASIAN HANDICAP',2.11,1927.258658
'OVER UNDER',1.97,1756.215274
'MATCH ODDS',3.05,925.266282
'ASIAN HANDICAP',2.17,1870.928422
'MATCH ODDS',3.12,1091.625625
'ASIAN HANDICAP',2.06,1984.785696
'MATCH ODDS',3.31,923.092613
'ASIAN HANDICAP',1.87,2071.436649
'OVER UNDER',2.42,959.224245
'ASIAN HANDICAP',2.02,1184.957927
'OVER UNDER',2.13,1032.343816
'ASIAN HANDICAP',2.19,1233.421095
'ASIAN HANDICAP',1.95,992.863854
'OVER UNDER',1.84,887.007799
'ASIAN HANDICAP',2.02,1255.544202
'ASIAN HANDICAP',1.92,1276.901203
'ASIAN HANDICAP',1.83,1194.652652
'OVER UNDER',1.88,1069.375144
'ASIAN HANDICAP',2.03,1856.412815
'MATCH ODDS',3.22,913.915408
'ASIAN HANDICAP',2.38,1922.772749
'OVER UNDER',2.12,1758.054764
'ASIAN HANDICAP',2.38,1672.016634
'ASIAN HANDICAP',1.69,1886.309793
'ASIAN HANDICAP',2.01,984.07733
'ASIAN HANDICAP',1.95,1684.954207
'ASIAN HANDICAP',1.74,2076.47161
'ASIAN HANDICAP',1.78,1867.538484
'ASIAN HANDICAP',1.8,616.275511
'ASIAN HANDICAP',2.93,1346.670353
'ASIAN HANDICAP',1.9,2069.348438
'ASIAN HANDICAP',1.94,1957.352581
'ASIAN HANDICAP',1.98,2026.48884
'OVER UNDER',2.09,1576.672611
'ASIAN HANDICAP',1.9,2070.681411
'ASIAN HANDICAP',1.85,1936.889675
'ASIAN HANDICAP',1.82,1979.673683
'ASIAN HANDICAP',2.07,1974.917869
'MATCH ODDS',3.29,925.244934
'MATCH ODDS',3.36,925.244934
'MATCH ODDS',3.39,925.244934
'MATCH ODDS',3.34,925.244934
'ASIAN HANDICAP',1.88,2022.484624
'OVER UNDER',1.82,1808.782257
'MATCH ODDS',2.65,1742.528098
'MATCH ODDS',1.71,1765.861844
'MATCH ODDS',3.22,923.112263
'MATCH ODDS',3.45,908.603301
'MATCH ODDS',3.23,908.638583
'OVER UNDER',1.87,1743.382634
'ASIAN HANDICAP',2,1446.842673
'ASIAN HANDICAP',2.07,1872.746916
'OVER UNDER',2.66,1638.852111
'ASIAN HANDICAP',2.07,1872.746916
'OVER UNDER',1.91,1793.731069
'MATCH ODDS',6.55,1737.213244
'ASIAN HANDICAP',1.89,1947.780274
'ASIAN HANDICAP',2.08,1181.784744
'ASIAN HANDICAP',1.86,2022.966881
'OVER UNDER',1.96,1792.808909
'OVER UNDER',1.87,1007.41948
'ASIAN HANDICAP',1.9,1255.001342
'ASIAN HANDICAP',1.83,1903.262389
'ASIAN HANDICAP',1.93,1988.365025
'ASIAN HANDICAP',1.71,2082.042357
'ASIAN HANDICAP',1.89,1976.374036
'MATCH ODDS',3.32,1663.35092
'ASIAN HANDICAP',2,1712.27833
'OVER UNDER',2.04,1669.229412
'ASIAN HANDICAP',2.04,1806.445301
'ASIAN HANDICAP',2.21,1672.639658
'ASIAN HANDICAP',1.78,1907.496646
'ASIAN HANDICAP',1.88,1903.631834
'ASIAN HANDICAP',1.98,761.394188
'ASIAN HANDICAP',1.83,1833.111781
'MATCH ODDS',3.72,1712.721979
'MATCH ODDS',3.3,1367.118738
'ASIAN HANDICAP',2.02,1741.221941
'MATCH ODDS',2.2,1294.679169
'MATCH ODDS',3.24,811.320162
'ASIAN HANDICAP',2.01,1278.203723
'MATCH ODDS',3.36,947.460181
'MATCH ODDS',3.63,1717.712778
'ASIAN HANDICAP',1.99,1997.304808
'OVER UNDER',1.94,1742.983409
'ASIAN HANDICAP',2.4,1922.772749
'OVER UNDER',2.12,1788.511582
'OVER UNDER',1.83,1755.130716
'ASIAN HANDICAP',2.11,2065.449663
'ASIAN HANDICAP',2.2,1675.172321
'OVER UNDER',1.83,1455.201262
'ASIAN HANDICAP',1.95,1957.126369
'ASIAN HANDICAP',1.77,1867.819473
'OVER UNDER',1.84,1577.314449
'OVER UNDER',1.94,1700.973288
'MATCH ODDS',3.31,922.554563
'MATCH ODDS',3.31,922.554563
'OVER UNDER',1.96,1342.037786
'ASIAN HANDICAP',1.89,666.967943
'OVER UNDER',2.58,1528.387801
'ASIAN HANDICAP',2.4,1965.710344
'ASIAN HANDICAP',2.13,1978.74321
'OVER UNDER',2.05,1768.160699
'ASIAN HANDICAP',1.92,1954.349537
'ASIAN HANDICAP',1.95,680.567926
'ASIAN HANDICAP',1.91,1118.25746
'ASIAN HANDICAP',2.08,1974.896017
'MATCH ODDS',2.02,1769.93348
'ASIAN HANDICAP',1.98,2026.48884
'OVER UNDER',1.86,1031.757921
'OVER UNDER',1.77,1793.982628
'ASIAN HANDICAP',1.95,1972.546266
'ASIAN HANDICAP',1.88,1929.333966
'OVER UNDER',1.92,1772.564922
'ASIAN HANDICAP',2.02,1954.987611
'ASIAN HANDICAP',1.75,1943.654902
'ASIAN HANDICAP',1.96,2006.913406
'OVER UNDER',2.08,1643.728696
'MATCH ODDS',3.16,1713.345109
'MATCH ODDS',3.16,1713.345109
'ASIAN HANDICAP',1.8,1997.877903
'ASIAN HANDICAP',1.79,1897.58518
'ASIAN HANDICAP',1.78,1988.924781
'OVER UNDER',1.99,1608.404363
'ASIAN HANDICAP',2.27,1992.238449
'ASIAN HANDICAP',5.3,1291.216768
'ASIAN HANDICAP',2.35,1290.613958
'ASIAN HANDICAP',1.8,1537.469991
'MATCH ODDS',3.51,1715.13114
'ASIAN HANDICAP',1.85,2062.40456
'ASIAN HANDICAP',2,1272.64586
'ASIAN HANDICAP',1.97,2016.75056
'ASIAN HANDICAP',1.94,1464.081023
'MATCH ODDS',3.14,1091.625625
'MATCH ODDS',3.21,1091.625625
'MATCH ODDS',3.27,1091.605975
'ASIAN HANDICAP',2.05,1237.850608
'MATCH ODDS',3.57,1715.13114
'MATCH ODDS',1.86,1770.687528
'ASIAN HANDICAP',2.13,1980.726193
'ASIAN HANDICAP',2.13,2055.707405
'ASIAN HANDICAP',1.95,1379.349003
'MATCH ODDS',2.91,922.577138
'ASIAN HANDICAP',2,1907.711516
'ASIAN HANDICAP',2.43,1861.868627
'ASIAN HANDICAP',1.91,1328.419258
'ASIAN HANDICAP',1.84,1903.262389
'ASIAN HANDICAP',1.95,1985.489051
'MATCH ODDS',3.36,1713.325459
'ASIAN HANDICAP',2.02,2064.14544
'OVER UNDER',2.06,1459.292282
'ASIAN HANDICAP',2.13,1768.132961
'ASIAN HANDICAP',1.94,1798.498015
'ASIAN HANDICAP',2.25,1755.365406
'ASIAN HANDICAP',2.02,1806.445301
'ASIAN HANDICAP',1.84,1808.898118
'OVER UNDER',1.86,1802.195367
'OVER UNDER',1.8,1307.615375
'OVER UNDER',1.96,1579.104946
'MATCH ODDS',3.46,1547.876989
'MATCH ODDS',3.41,1547.892622
'MATCH ODDS',3.52,1547.876989
'MATCH ODDS',3.4,1547.892622
'ASIAN HANDICAP',1.85,1867.362163
'ASIAN HANDICAP',1.89,1104.892218
'MATCH ODDS',2.08,1055.221812
'MATCH ODDS',3.22,947.479831
'ASIAN HANDICAP',1.85,1355.969505
'ASIAN HANDICAP',2.08,1922.241394
'MATCH ODDS',1.61,1724.136575
'MATCH ODDS',3.04,1230.279426
'MATCH ODDS',3.29,1230.258077
'ASIAN HANDICAP',1.71,2064.715306
'ASIAN HANDICAP',1.86,1307.534397
'ASIAN HANDICAP',2.06,2074.915343
'ASIAN HANDICAP',1.86,1979.736616
'MATCH ODDS',3,925.266282
'ASIAN HANDICAP',2.02,1984.038524
'ASIAN HANDICAP',1.76,1912.52822
'ASIAN HANDICAP',1.93,2017.971443
'ASIAN HANDICAP',1.91,1971.280682
'MATCH ODDS',1.69,1761.724536
'MATCH ODDS',3.14,922.574213
'ASIAN HANDICAP',3.6,1271.825185
'ASIAN HANDICAP',2.81,1816.172779
'MATCH ODDS',3.3,913.895758
'OVER UNDER',1.86,1193.941232
'OVER UNDER',1.9,1798.170712
'OVER UNDER',2.07,1531.24458
'ASIAN HANDICAP',2.21,1968.673756
'ASIAN HANDICAP',2.08,2022.101488
'OVER UNDER',2.16,1753.470577
'ASIAN HANDICAP',2.18,2058.868504
'ASIAN HANDICAP',2.45,1598.767663
'OVER UNDER',1.94,1809.00511
'ASIAN HANDICAP',2.2,1994.965939
'ASIAN HANDICAP',1.97,1972.448072
'ASIAN HANDICAP',2.06,1084.415538
'OVER UNDER',2,1696.537183
'OVER UNDER',2.14,1033.839517
'ASIAN HANDICAP',2.12,2076.296244
'ASIAN HANDICAP',1.96,1958.592553
'OVER UNDER',2,1750.164468
'ASIAN HANDICAP',1.76,1867.538484
'MATCH ODDS',3.52,1715.13114
'ASIAN HANDICAP',2.2,2060.756964
'ASIAN HANDICAP',2.49,1983.836866
'MATCH ODDS',3.13,1740.243885
'OVER UNDER',2.16,1763.009352
'OVER UNDER',1.94,1747.3404
'ASIAN HANDICAP',2,1984.485626
'MATCH ODDS',3.71,1710.787301
'ASIAN HANDICAP',1.8,1913.772319
'ASIAN HANDICAP',2,1838.020148
'ASIAN HANDICAP',2.03,1973.690246
'ASIAN HANDICAP',1.83,2023.077578
'MATCH ODDS',3.5,1715.13114
'ASIAN HANDICAP',1.89,2081.60389
'ASIAN HANDICAP',2.12,1955.441501
'ASIAN HANDICAP',2.09,2022.044082
'MATCH ODDS',3.24,1713.345109
'ASIAN HANDICAP',1.8,1962.554672
'MATCH ODDS',3.28,1713.325459
'ASIAN HANDICAP',2.03,1109.240216
'ASIAN HANDICAP',2.91,1268.734028
'ASIAN HANDICAP',2.06,1156.767963
'OVER UNDER',2.09,1782.395755
'MATCH ODDS',3.12,1715.279787
'OVER UNDER',1.84,1783.268754
'MATCH ODDS',3.85,1545.467828
'MATCH ODDS',2.99,1547.915197
'MATCH ODDS',3.2,1547.912272
'MATCH ODDS',3.01,1547.91397
'MATCH ODDS',1.8,1717.897776
'ASIAN HANDICAP',2.08,1263.846616
'OVER UNDER',1.82,1669.026963
'ASIAN HANDICAP',1.83,1956.383938
'ASIAN HANDICAP',1.8,2023.082117
'ASIAN HANDICAP',1.9,2061.010527
'ASIAN HANDICAP',2.12,2070.704636
'ASIAN HANDICAP',6.8,1289.538326
'ASIAN HANDICAP',2.48,1291.357192
'ASIAN HANDICAP',1.97,1719.329917
'ASIAN HANDICAP',2.29,1620.790775
'ASIAN HANDICAP',2.07,1649.980923
'OVER UNDER',2.29,1389.800124
'ASIAN HANDICAP',2.35,1619.315306
'OVER UNDER',2.12,1492.647917
'OVER UNDER',1.86,1399.751743
'OVER UNDER',2.02,1408.958084
'OVER UNDER',2.07,1767.75147
'OVER UNDER',1.91,1794.55299
'ASIAN HANDICAP',2,1901.742531
'OVER UNDER',2.36,1560.429568
'MATCH ODDS',3.28,1367.118738
'MATCH ODDS',3.61,1230.242445
'ASIAN HANDICAP',2.09,1876.832369
'ASIAN HANDICAP',1.83,620.238587
'ASIAN HANDICAP',2.01,1045.57971
'OVER UNDER',2,1575.2554
'ASIAN HANDICAP',1.88,1903.631834
'MATCH ODDS',3.19,1091.625625
'ASIAN HANDICAP',2.05,2025.243544
'ASIAN HANDICAP',2.04,1996.626279
'ASIAN HANDICAP',2.19,1093.765083
'OVER UNDER',2.29,1560.706048
'OVER UNDER',2,1575.20867
'MATCH ODDS',3.31,925.244934
'OVER UNDER',2.09,1767.440236
'MATCH ODDS',3.45,923.07698
'MATCH ODDS',3.1,923.112263
'ASIAN HANDICAP',1.8,1992.599832
'ASIAN HANDICAP',1.99,1914.05498
