@relation Records-weka.filters.unsupervised.attribute.StringToNominal-R1-1

@attribute TypeOfBet {'ASIAN HANDICAP','MATCH ODDS','OVER UNDER'}
@attribute Odds numeric
@attribute Liquidity numeric

@data
'OVER UNDER',2.09,1773.806386
'MATCH ODDS',2.85,1682.874278
'ASIAN HANDICAP',1.99,1943.778585
'ASIAN HANDICAP',1.97,1815.797466
'OVER UNDER',2.75,1757.136706
'OVER UNDER',1.8,1791.632695
'MATCH ODDS',1.87,1771.073127
'ASIAN HANDICAP',1.85,2066.868112
'ASIAN HANDICAP',2.08,1364.994783
'ASIAN HANDICAP',1.98,1575.069336
'OVER UNDER',1.98,1736.872269
'ASIAN HANDICAP',2.03,1650.265918
'ASIAN HANDICAP',2.09,670.679741
'MATCH ODDS',2.4,1043.253175
'ASIAN HANDICAP',2.01,2018.275544
'MATCH ODDS',8.5,1416.135751
'MATCH ODDS',4.42,1364.677618
'ASIAN HANDICAP',1.71,1279.153562
'OVER UNDER',2.09,881.240258
'ASIAN HANDICAP',2.04,1950.023036
'OVER UNDER',1.81,1769.527648
'OVER UNDER',1.85,904.560963
'ASIAN HANDICAP',2.54,1743.789319
'OVER UNDER',2.03,1525.941316
'MATCH ODDS',3.4,841.839376
'OVER UNDER',2.02,993.31573
'MATCH ODDS',3.2,1713.345109
'ASIAN HANDICAP',1.95,2068.750855
'MATCH ODDS',1.77,1711.617606
'ASIAN HANDICAP',2.81,1328.048983
'ASIAN HANDICAP',1.8,1318.987644
'MATCH ODDS',2.98,1091.62855
'MATCH ODDS',2.15,1708.071729
'OVER UNDER',3,1758.143967
'MATCH ODDS',1.73,1706.465183
'ASIAN HANDICAP',1.8,2022.839142
'ASIAN HANDICAP',1.68,1634.822025
'MATCH ODDS',2,1766.499359
'MATCH ODDS',1.88,1767.627176
'ASIAN HANDICAP',1.92,1885.441259
'ASIAN HANDICAP',1.92,1885.441259
'ASIAN HANDICAP',2.04,1965.896725
'ASIAN HANDICAP',2.04,1965.896725
'MATCH ODDS',2.63,1421.072108
'ASIAN HANDICAP',1.6,1312.924449
'OVER UNDER',1.81,586.870427
'OVER UNDER',1.81,586.870427
'MATCH ODDS',2.57,1746.339407
'MATCH ODDS',2.05,1769.85585
'MATCH ODDS',2.05,1769.85585
'OVER UNDER',1.87,1782.9858
'OVER UNDER',1.93,878.986994
'MATCH ODDS',1.69,1761.724536
'MATCH ODDS',7.5,1735.628795
'MATCH ODDS',4,1712.731929
'MATCH ODDS',7.5,1735.628795
'MATCH ODDS',1.97,1609.215157
'ASIAN HANDICAP',1.79,616.070432
'MATCH ODDS',4.7,1739.5919
'MATCH ODDS',4.11,1715.302715
'ASIAN HANDICAP',3,646.047653
'MATCH ODDS',1.73,1765.4908
'OVER UNDER',1.73,855.465468
'ASIAN HANDICAP',1.78,1122.843745
'ASIAN HANDICAP',2.02,1944.241075
'ASIAN HANDICAP',2,989.44028
'MATCH ODDS',3.5,1713.196461
'ASIAN HANDICAP',1.96,1006.843661
'ASIAN HANDICAP',3,1015.216842
'ASIAN HANDICAP',1.83,1212.980485
'ASIAN HANDICAP',2.63,1123.539339
'ASIAN HANDICAP',1.87,672.036902
'OVER UNDER',1.88,1594.630873
'ASIAN HANDICAP',1.83,1316.264689
'ASIAN HANDICAP',1.99,2074.233259
'ASIAN HANDICAP',5,1203.397638
'OVER UNDER',1.9,1168.458118
'ASIAN HANDICAP',1.99,1283.442378
'ASIAN HANDICAP',2.19,947.076021
'OVER UNDER',2.61,1259.561182
'ASIAN HANDICAP',2.23,1143.97324
'ASIAN HANDICAP',1.81,1209.406581
'ASIAN HANDICAP',2.13,1323.111057
'MATCH ODDS',2.78,1708.195558
'ASIAN HANDICAP',1.86,1117.706263
'OVER UNDER',1.9,594.341862
'OVER UNDER',1.8,877.409265
'ASIAN HANDICAP',1.79,2078.471174
'ASIAN HANDICAP',1.85,1976.291725
'MATCH ODDS',5.1,1737.985931
'MATCH ODDS',4.7,540.757771
'MATCH ODDS',1.6,1741.377124
'MATCH ODDS',2.05,1745.093406
'MATCH ODDS',2.15,1766.00466
'ASIAN HANDICAP',1.9,2002.342524
'ASIAN HANDICAP',1.8,1992.599832
'ASIAN HANDICAP',2.69,1935.459029
'ASIAN HANDICAP',2.25,1935.948715
'MATCH ODDS',4.5,1679.866188
'ASIAN HANDICAP',1.79,1952.905325
'ASIAN HANDICAP',1.79,1958.502605
'ASIAN HANDICAP',1.92,1985.753263
'ASIAN HANDICAP',2.07,1304.186678
'ASIAN HANDICAP',1.8,1311.464408
'ASIAN HANDICAP',2.35,665.411202
'MATCH ODDS',1.74,560.361579
'MATCH ODDS',2,536.468387
'ASIAN HANDICAP',2.19,1591.569694
'MATCH ODDS',2.8,1715.402929
'ASIAN HANDICAP',1.94,1000.374287
'ASIAN HANDICAP',1.98,632.076184
'MATCH ODDS',1.71,1706.836227
'ASIAN HANDICAP',2.17,1736.290469
'MATCH ODDS',2.88,1740.392871
'MATCH ODDS',2.08,1771.096742
'OVER UNDER',1.99,881.760202
'ASIAN HANDICAP',1.85,1304.658172
'MATCH ODDS',2.03,1439.279418
'MATCH ODDS',2.05,1772.271515
'MATCH ODDS',2.05,1772.271515
'ASIAN HANDICAP',3,1598.439948
'OVER UNDER',1.75,856.669939
'MATCH ODDS',3.45,923.07698
'ASIAN HANDICAP',1.92,1249.127235
'MATCH ODDS',2.44,1753.360257
'MATCH ODDS',4.42,1016.609425
'ASIAN HANDICAP',1.92,1631.754014
'MATCH ODDS',4.1,1702.449581
'OVER UNDER',1.85,1807.097232
'OVER UNDER',1.58,1060.036032
'ASIAN HANDICAP',2.09,722.311011
'MATCH ODDS',3.5,1284.432844
'ASIAN HANDICAP',2.26,1657.290699
'ASIAN HANDICAP',2.24,1987.116679
'ASIAN HANDICAP',2.13,2058.913648
'ASIAN HANDICAP',1.82,2022.834603
'OVER UNDER',4.33,1702.202203
'MATCH ODDS',1.62,1752.96991
'OVER UNDER',2.52,1563.321876
'MATCH ODDS',3.5,1547.876989
'ASIAN HANDICAP',2.06,1772.020463
'ASIAN HANDICAP',1.83,1909.349451
'OVER UNDER',1.86,1305.4915
'OVER UNDER',3.55,1704.934333
'OVER UNDER',2.65,1210.565529
'ASIAN HANDICAP',1.92,1948.567576
'ASIAN HANDICAP',2.03,2010.604874
'ASIAN HANDICAP',1.95,1345.696048
'OVER UNDER',1.97,1265.971072
'OVER UNDER',2.74,1110.332689
'ASIAN HANDICAP',1.97,1255.191895
'MATCH ODDS',4.44,1545.451501
'ASIAN HANDICAP',2.47,1147.907733
'ASIAN HANDICAP',2.31,2044.530327
'ASIAN HANDICAP',2.65,1928.080126
'MATCH ODDS',5.25,1737.985931
'ASIAN HANDICAP',1.85,1267.164118
'ASIAN HANDICAP',2.19,1962.635831
'ASIAN HANDICAP',2.26,1256.376118
'OVER UNDER',1.88,871.178137
'ASIAN HANDICAP',2.26,1456.642335
'ASIAN HANDICAP',1.87,1437.063711
'MATCH ODDS',2.02,1772.370664
'ASIAN HANDICAP',1.88,1280.917287
'OVER UNDER',2.16,1763.009352
'ASIAN HANDICAP',1.82,968.574504
'MATCH ODDS',5.41,729.419687
'OVER UNDER',4,1008.558951
'OVER UNDER',2.55,1670.000255
'OVER UNDER',1.94,1700.973288
'OVER UNDER',1.75,1697.668307
'MATCH ODDS',8.2,829.745854
'ASIAN HANDICAP',2.43,1619.185
'ASIAN HANDICAP',2.33,1496.703862
'ASIAN HANDICAP',1.92,2008.130609
'ASIAN HANDICAP',2.03,2024.15946
'MATCH ODDS',2.2,1026.855464
'ASIAN HANDICAP',1.85,1266.824224
'ASIAN HANDICAP',1.99,1962.216805
'ASIAN HANDICAP',1.79,1882.972417
'ASIAN HANDICAP',2.2,1908.347152
'ASIAN HANDICAP',2.34,2056.967283
'ASIAN HANDICAP',2.11,1517.249822
'ASIAN HANDICAP',2.05,1364.236678
'ASIAN HANDICAP',1.91,2021.784579
'ASIAN HANDICAP',2.17,1946.266525
'ASIAN HANDICAP',2.07,1647.085717
'ASIAN HANDICAP',1.99,1288.469334
'MATCH ODDS',1.89,1771.844454
'ASIAN HANDICAP',2.25,1932.348329
'MATCH ODDS',3.75,1703.098589
'ASIAN HANDICAP',1.81,1263.326263
'ASIAN HANDICAP',1.85,1927.246041
'MATCH ODDS',1.5,1558.992347
'ASIAN HANDICAP',1.96,1205.946064
'OVER UNDER',1.55,1756.209202
'ASIAN HANDICAP',2.08,1367.41535
'ASIAN HANDICAP',1.56,1932.825872
'OVER UNDER',1.58,982.793713
'MATCH ODDS',3.4,1715.260137
'OVER UNDER',1.8,1807.514459
'MATCH ODDS',3.3,1016.804759
'OVER UNDER',1.86,1668.916266
'MATCH ODDS',6.4,1702.409902
'MATCH ODDS',1.65,1011.743793
'OVER UNDER',2.11,1789.283699
'ASIAN HANDICAP',2.2,2048.342264
'MATCH ODDS',4.2,1710.779363
'ASIAN HANDICAP',2.06,523.001601
'ASIAN HANDICAP',6,504.156687
'ASIAN HANDICAP',2.32,2056.967283
'OVER UNDER',2.26,1751.755708
'ASIAN HANDICAP',1.6,1162.042949
'MATCH ODDS',2.23,1041.752749
'MATCH ODDS',1.74,1015.525921
'OVER UNDER',2.19,1539.664904
'ASIAN HANDICAP',1.81,1301.85422
'MATCH ODDS',3.1,1705.63778
'ASIAN HANDICAP',1.76,1897.820513
'ASIAN HANDICAP',1.84,2068.716659
'ASIAN HANDICAP',1.79,1327.817116
'ASIAN HANDICAP',1.81,1467.840557
'MATCH ODDS',5.5,922.957911
'MATCH ODDS',7.5,882.253883
'MATCH ODDS',3.8,383.244462
'ASIAN HANDICAP',1.82,1932.057379
'ASIAN HANDICAP',1.87,1903.631834
'MATCH ODDS',3.05,1091.627324
'OVER UNDER',2.46,1748.375128
'ASIAN HANDICAP',1.91,1917.76266
'OVER UNDER',1.87,1766.859375
'MATCH ODDS',3.1,1713.345109
'MATCH ODDS',3.1,1230.277728
'ASIAN HANDICAP',2.17,1625.372798
'MATCH ODDS',4.6,760.736888
'MATCH ODDS',9.5,861.283458
'MATCH ODDS',1.83,697.23854
'ASIAN HANDICAP',1.89,673.207568
'ASIAN HANDICAP',1.75,1899.882724
'ASIAN HANDICAP',1.88,1903.631834
'OVER UNDER',2.15,1747.693359
'ASIAN HANDICAP',1.88,1054.75697
'ASIAN HANDICAP',2.23,1979.817155
'OVER UNDER',1.98,1752.789253
'OVER UNDER',1.99,1790.513398
'ASIAN HANDICAP',1.86,1917.210831
'ASIAN HANDICAP',2.17,2056.261565
'ASIAN HANDICAP',2.13,1860.938405
'MATCH ODDS',2.04,1023.313895
'MATCH ODDS',3.2,1738.539212
'MATCH ODDS',1.83,1770.783127
'MATCH ODDS',4.5,1281.672262
'MATCH ODDS',2.1,1770.462993
'MATCH ODDS',1.85,1771.391156
'MATCH ODDS',2.1,1440.708473
'OVER UNDER',1.9,1786.758752
'ASIAN HANDICAP',1.8,1555.528932
'ASIAN HANDICAP',2,1543.165006
'ASIAN HANDICAP',2,1907.711516
'OVER UNDER',1.95,1726.480698
'MATCH ODDS',3.4,384.724187
'MATCH ODDS',3.19,1230.277728
'ASIAN HANDICAP',1.99,2078.232661
'MATCH ODDS',3.18,1713.345109
'MATCH ODDS',2.25,583.134802
'MATCH ODDS',3.3,548.66659
'ASIAN HANDICAP',2.26,584.718922
'ASIAN HANDICAP',1.82,1982.838875
'ASIAN HANDICAP',1.96,1392.493836
'ASIAN HANDICAP',1.85,1992.910597
'MATCH ODDS',1.9,1434.984801
'ASIAN HANDICAP',2.02,1922.060604
'ASIAN HANDICAP',2.33,2055.947169
'OVER UNDER',2.4,1748.375128
'ASIAN HANDICAP',1.82,1903.262389
'OVER UNDER',2.05,1633.557722
'ASIAN HANDICAP',1.55,1552.77708
'ASIAN HANDICAP',2.07,1908.437743
'ASIAN HANDICAP',2,2024.793038
'ASIAN HANDICAP',1.76,1216.218843
'ASIAN HANDICAP',1.91,1336.724618
'ASIAN HANDICAP',2.05,1238.899342
'ASIAN HANDICAP',1.98,1681.761818
'ASIAN HANDICAP',1.9,1926.664597
'ASIAN HANDICAP',2.27,2059.076272
'OVER UNDER',2.09,1790.173184
'OVER UNDER',1.91,1685.855917
'OVER UNDER',1.94,612.22682
'ASIAN HANDICAP',1.91,1477.230453
'OVER UNDER',1.81,1762.563062
'MATCH ODDS',3.05,1740.245583
'ASIAN HANDICAP',2.55,1952.794597
'ASIAN HANDICAP',1.9,2073.368539
'ASIAN HANDICAP',2.01,887.833132
'ASIAN HANDICAP',1.79,1288.682532
'MATCH ODDS',1.93,1772.474403
'OVER UNDER',1.79,1001.808237
'ASIAN HANDICAP',1.84,1948.901298
'MATCH ODDS',2.54,1709.367223
'ASIAN HANDICAP',1.79,1862.811827
'ASIAN HANDICAP',1.77,1897.820513
'ASIAN HANDICAP',3,1839.816733
'MATCH ODDS',1.91,879.899061
'ASIAN HANDICAP',2.21,1300.453615
'MATCH ODDS',1.92,1770.67279
'MATCH ODDS',1.8,1735.855374
'MATCH ODDS',2.4,1718.742424
'ASIAN HANDICAP',1.71,2060.501842
'OVER UNDER',1.65,509.911115
'ASIAN HANDICAP',1.93,1525.405091
'MATCH ODDS',1.94,1771.138558
'ASIAN HANDICAP',1.88,2034.706009
'ASIAN HANDICAP',1.88,1948.481975
'ASIAN HANDICAP',1.91,1520.813583
'ASIAN HANDICAP',1.76,2055.892753
'ASIAN HANDICAP',1.81,1189.413386
'ASIAN HANDICAP',1.79,1247.244127
'MATCH ODDS',3.68,572.782383
'ASIAN HANDICAP',1.93,769.049645
'MATCH ODDS',2.02,1769.93348
'ASIAN HANDICAP',1.65,1230.428352
'ASIAN HANDICAP',2.13,1912.784589
'MATCH ODDS',2.1,1020.145321
'OVER UNDER',1.7,1790.008748
'OVER UNDER',1.98,1791.165145
'ASIAN HANDICAP',2.16,2056.261565
'ASIAN HANDICAP',1.94,1321.128638
'OVER UNDER',1.42,1043.502195
'ASIAN HANDICAP',1.7,1307.653776
'ASIAN HANDICAP',1.79,1331.083103
'ASIAN HANDICAP',1.7,1241.467443
'MATCH ODDS',2.04,1036.804889
'ASIAN HANDICAP',2.05,1292.251866
'ASIAN HANDICAP',3.04,1918.002517
'ASIAN HANDICAP',1.98,1283.638924
'OVER UNDER',2.14,1775.172035
'MATCH ODDS',2.05,1711.645079
'MATCH ODDS',2,1710.176062
'MATCH ODDS',2.9,1682.874278
'MATCH ODDS',3.3,1717.841775
'MATCH ODDS',1.7,1706.997091
'MATCH ODDS',1.8,1711.479039
'MATCH ODDS',1.85,1711.311202
'ASIAN HANDICAP',2.98,2043.575155
'OVER UNDER',1.8,1075.088226
'MATCH ODDS',2.13,1611.924332
'ASIAN HANDICAP',2.07,1649.980923
'ASIAN HANDICAP',1.71,1545.120522
'ASIAN HANDICAP',1.83,1179.72972
'MATCH ODDS',3.75,1018.194211
'MATCH ODDS',2.08,1769.452404
'MATCH ODDS',3.1,1736.752193
'OVER UNDER',1.79,1067.61764
'ASIAN HANDICAP',2.06,1897.191628
'ASIAN HANDICAP',1.81,1992.595293
'MATCH ODDS',2.63,1740.824578
'MATCH ODDS',3.4,1715.260137
'MATCH ODDS',1.83,1769.138789
'MATCH ODDS',1.9,1770.86441
'MATCH ODDS',2.1,1015.927617
'MATCH ODDS',2.83,996.078488
'ASIAN HANDICAP',1.93,558.105052
'ASIAN HANDICAP',1.75,513.196385
'ASIAN HANDICAP',1.97,2081.109371
'ASIAN HANDICAP',1.96,2081.109371
'ASIAN HANDICAP',2,1974.947349
'MATCH ODDS',1.9,1774.310362
'ASIAN HANDICAP',2.05,1941.516588
'ASIAN HANDICAP',1.96,1938.562365
'ASIAN HANDICAP',2.97,2028.261195
'MATCH ODDS',2.1,1027.685228
'ASIAN HANDICAP',1.74,1356.321556
'MATCH ODDS',3.75,1715.303617
'ASIAN HANDICAP',1.74,2072.869236
'ASIAN HANDICAP',2.45,2054.840739
'ASIAN HANDICAP',2.45,2054.840739
'ASIAN HANDICAP',1.91,1177.549539
'ASIAN HANDICAP',1.91,1177.549539
'OVER UNDER',1.92,1719.058548
'OVER UNDER',1.95,1645.647186
'MATCH ODDS',3.47,1547.876989
'MATCH ODDS',3.42,947.460181
'OVER UNDER',2.11,853.714906
'OVER UNDER',1.87,1075.888029
'ASIAN HANDICAP',1.81,1954.936952
'ASIAN HANDICAP',1.86,1958.388284
'MATCH ODDS',5.12,1685.666665
'ASIAN HANDICAP',2.06,1912.047569
'OVER UNDER',1.86,1697.742588
'MATCH ODDS',4.55,1685.67389
'ASIAN HANDICAP',2.23,1875.223388
'OVER UNDER',1.85,1697.674889
'ASIAN HANDICAP',2.08,1178.558677
'ASIAN HANDICAP',2.09,1178.558677
'OVER UNDER',2.71,998.126435
'OVER UNDER',2.02,908.506629
'ASIAN HANDICAP',1.78,2076.349184
'MATCH ODDS',1.95,1773.342993
'OVER UNDER',2.01,1063.065671
'ASIAN HANDICAP',1.81,1909.349451
'OVER UNDER',2.08,1789.726483
'ASIAN HANDICAP',1.95,2039.733165
'OVER UNDER',1.81,1759.88489
'ASIAN HANDICAP',2.04,1871.77917
'OVER UNDER',2.1,1038.342327
'OVER UNDER',1.96,888.571252
'OVER UNDER',1.91,1034.176418
'MATCH ODDS',3.08,1688.564504
'MATCH ODDS',1.8,1770.787666
'ASIAN HANDICAP',1.8,1095.015588
'OVER UNDER',1.8,1782.99727
'MATCH ODDS',5.5,1364.670392
'ASIAN HANDICAP',1.83,1871.694427
'OVER UNDER',2.46,1412.18742
'OVER UNDER',1.94,1650.568562
'OVER UNDER',1.95,1621.681854
'OVER UNDER',2.1,1750.155478
'ASIAN HANDICAP',2.78,1117.985536
'ASIAN HANDICAP',2.06,1102.533725
'ASIAN HANDICAP',2.25,1864.85425
'ASIAN HANDICAP',1.94,1176.819859
'ASIAN HANDICAP',1.89,1144.846672
'ASIAN HANDICAP',1.83,1958.325352
'ASIAN HANDICAP',1.77,1952.905325
'ASIAN HANDICAP',1.89,1929.333966
'ASIAN HANDICAP',2.19,2065.47313
'ASIAN HANDICAP',1.91,2084.613039
'ASIAN HANDICAP',1.96,1178.321016
'MATCH ODDS',1.67,1002.580239
'ASIAN HANDICAP',1.71,2068.131666
'MATCH ODDS',2.75,1587.627652
'MATCH ODDS',2.2,1600.45865
'ASIAN HANDICAP',1.87,1937.263887
'ASIAN HANDICAP',2.04,1697.862754
'ASIAN HANDICAP',2.75,1879.844888
'ASIAN HANDICAP',1.78,1551.744892
'ASIAN HANDICAP',1.81,1153.683792
'MATCH ODDS',2.55,999.580271
'ASIAN HANDICAP',2.13,1425.440266
'ASIAN HANDICAP',1.84,1100.564238
'ASIAN HANDICAP',2,1952.221863
'ASIAN HANDICAP',1.99,1952.221863
'MATCH ODDS',2.25,1695.568565
'ASIAN HANDICAP',2.37,1937.657908
'ASIAN HANDICAP',1.92,2000.95278
'ASIAN HANDICAP',1.81,1882.215936
'ASIAN HANDICAP',1.81,1882.215936
'ASIAN HANDICAP',1.99,1996.446238
'MATCH ODDS',5.89,1732.099161
'OVER UNDER',1.87,1743.924368
'ASIAN HANDICAP',2.47,1043.333617
'OVER UNDER',2.09,878.644823
'ASIAN HANDICAP',1.72,1966.600168
'ASIAN HANDICAP',2.19,1902.762136
'OVER UNDER',2.17,1683.823219
'OVER UNDER',2.05,741.348951
'ASIAN HANDICAP',2.04,1218.325795
'ASIAN HANDICAP',1.98,1983.920316
'ASIAN HANDICAP',1.9,2017.388703
'ASIAN HANDICAP',1.83,1854.896254
'MATCH ODDS',2.05,833.593646
'ASIAN HANDICAP',2.11,971.116845
'MATCH ODDS',2.13,1733.018536
'MATCH ODDS',2.12,1735.228975
'OVER UNDER',2.63,1527.936718
'ASIAN HANDICAP',2.05,1953.36322
'ASIAN HANDICAP',2.78,1848.164722
'MATCH ODDS',2.02,1769.93348
'MATCH ODDS',2.02,1769.93348
'OVER UNDER',2.02,1575.19684
'OVER UNDER',2.41,1748.375128
'OVER UNDER',1.97,1807.56544
'ASIAN HANDICAP',1.9,1223.738382
'OVER UNDER',1.97,1771.858218
'OVER UNDER',1.81,1691.59786
'MATCH ODDS',2.1,1719.290346
'ASIAN HANDICAP',2.05,1594.619985
'ASIAN HANDICAP',1.91,1550.344631
'ASIAN HANDICAP',1.93,1447.751256
'OVER UNDER',2.98,1735.89296
'OVER UNDER',1.95,704.872405
'ASIAN HANDICAP',1.93,774.745059
'ASIAN HANDICAP',1.99,1483.474497
'MATCH ODDS',2.37,1721.109346
'OVER UNDER',1.91,842.020151
'ASIAN HANDICAP',1.84,1868.231853
'ASIAN HANDICAP',1.86,1868.294786
'ASIAN HANDICAP',2.01,1880.180503
'ASIAN HANDICAP',2.05,1881.315959
'OVER UNDER',1.87,912.596939
'ASIAN HANDICAP',1.71,1892.533201
'ASIAN HANDICAP',1.99,1996.632208
'ASIAN HANDICAP',1.87,2061.475017
'OVER UNDER',2.2,1265.492553
'OVER UNDER',1.91,1270.556938
'OVER UNDER',2.42,1161.826181
'OVER UNDER',2.04,1099.679727
'ASIAN HANDICAP',1.68,1391.917852
'ASIAN HANDICAP',2.69,2043.472496
'ASIAN HANDICAP',1.98,2065.84717
'ASIAN HANDICAP',2.42,2056.501925
'MATCH ODDS',1.84,1738.038562
'MATCH ODDS',1.84,1738.038562
'MATCH ODDS',1.8,1771.400461
'ASIAN HANDICAP',1.8,2084.710209
'MATCH ODDS',7,1679.841935
'MATCH ODDS',2.78,1736.903377
'ASIAN HANDICAP',2,1948.852992
'MATCH ODDS',3.76,1712.721979
'MATCH ODDS',3.75,1712.721979
'MATCH ODDS',3.8,1089.181182
'MATCH ODDS',3.8,1712.721979
'ASIAN HANDICAP',1.9,1252.382053
'OVER UNDER',1.77,1793.982628
'OVER UNDER',9.5,1599.601264
'OVER UNDER',1.86,876.755055
'OVER UNDER',1.83,519.505066
'ASIAN HANDICAP',1.74,2006.11173
'ASIAN HANDICAP',2.63,2041.154643
'ASIAN HANDICAP',2.06,1881.145533
'MATCH ODDS',1.96,1176.643335
'OVER UNDER',1.72,1052.31748
'ASIAN HANDICAP',2.02,1317.349028
'ASIAN HANDICAP',1.9,2084.661669
'ASIAN HANDICAP',1.9,2084.661669
'ASIAN HANDICAP',1.9,2084.661669
'ASIAN HANDICAP',1.8,2069.583219
'OVER UNDER',2.04,1788.081866
'OVER UNDER',1.5,1737.710581
'ASIAN HANDICAP',4.8,630.326655
'ASIAN HANDICAP',2.16,1997.756801
'MATCH ODDS',1.8,1770.787666
'ASIAN HANDICAP',1.85,2022.899181
'ASIAN HANDICAP',1.97,2080.707294
'OVER UNDER',1.94,1581.653888
'ASIAN HANDICAP',1.88,1931.891759
'MATCH ODDS',4.5,1018.167933
'MATCH ODDS',13,1704.696271
'MATCH ODDS',1.93,1772.474403
'MATCH ODDS',9.2,1679.841935
'MATCH ODDS',1.77,1022.901644
'MATCH ODDS',2.85,1738.688198
'OVER UNDER',2.34,1748.267019
'ASIAN HANDICAP',2.5,1253.034764
'MATCH ODDS',2.03,1766.139088
'OVER UNDER',1.89,1744.23071
'MATCH ODDS',1.84,1429.678416
'ASIAN HANDICAP',1.82,988.582274
'MATCH ODDS',2.9,1741.032756
'ASIAN HANDICAP',2.28,1864.85425
'OVER UNDER',2.18,1563.367279
'MATCH ODDS',4.38,1584.80715
'MATCH ODDS',1.85,1770.619829
'OVER UNDER',1.89,1099.052251
'OVER UNDER',1.73,1679.586433
'MATCH ODDS',1.75,1768.998886
'MATCH ODDS',1.9,1176.071658
'OVER UNDER',2.03,1788.903786
'MATCH ODDS',1.8,1770.787666
'MATCH ODDS',3.1,1682.753335
'MATCH ODDS',3.6,1682.604687
'MATCH ODDS',3.2,1705.63778
'OVER UNDER',1.91,1168.43354
'OVER UNDER',1.95,1793.751323
'MATCH ODDS',2.8,1715.402929
'ASIAN HANDICAP',2.06,2002.941866
'ASIAN HANDICAP',2.4,1824.72734
'ASIAN HANDICAP',1.93,2050.476722
'ASIAN HANDICAP',2.07,1163.568234
'ASIAN HANDICAP',1.86,999.735907
'OVER UNDER',2.16,1672.098808
'ASIAN HANDICAP',2.06,2025.237297
'MATCH ODDS',3.78,1660.812762
'MATCH ODDS',1.92,946.155042
'OVER UNDER',9,729.142896
'ASIAN HANDICAP',1.81,1659.24915
'OVER UNDER',1.88,985.608306
'ASIAN HANDICAP',1.77,1821.682197
'MATCH ODDS',5.1,1732.111738
'MATCH ODDS',4.1,1710.786399
'MATCH ODDS',1.84,1768.980257
'MATCH ODDS',3.3,1738.538178
'MATCH ODDS',2.1,1770.462993
'ASIAN HANDICAP',1.78,1954.444593
'MATCH ODDS',9,1702.409902
'MATCH ODDS',1.75,1765.398815
'MATCH ODDS',1.8,1716.194182
'OVER UNDER',1.73,1744.183593
'ASIAN HANDICAP',2.35,1922.389137
'ASIAN HANDICAP',2.31,1934.121825
'ASIAN HANDICAP',2.16,1960.543394
'MATCH ODDS',12,1704.696271
'OVER UNDER',1.79,1737.482867
'ASIAN HANDICAP',1.76,1929.62383
'OVER UNDER',1.97,1265.971072
'MATCH ODDS',2.09,1183.776713
'OVER UNDER',1.86,1777.941368
'ASIAN HANDICAP',2.07,1915.785278
'ASIAN HANDICAP',1.82,1945.116002
'MATCH ODDS',2.28,1291.795098
'OVER UNDER',1.9,1266.154993
'OVER UNDER',1.92,1266.130415
'MATCH ODDS',4.2,1281.680651
'ASIAN HANDICAP',1.88,1976.374036
'MATCH ODDS',3.9,1018.194211
'OVER UNDER',1.81,1768.745216
'MATCH ODDS',5.41,1732.111738
'ASIAN HANDICAP',1.79,1989.195104
'OVER UNDER',1.97,1534.618396
'OVER UNDER',7,584.321171
'OVER UNDER',1.85,1618.537844
'OVER UNDER',1.8,1759.906501
'ASIAN HANDICAP',1.83,1978.562688
'ASIAN HANDICAP',1.85,2033.592882
'MATCH ODDS',2.05,1769.85585
'MATCH ODDS',10,1417.237663
'MATCH ODDS',6.5,1417.237663
'MATCH ODDS',3.72,1417.729113
'MATCH ODDS',2,1294.560751
'ASIAN HANDICAP',1.9,1526.895765
'ASIAN HANDICAP',1.9,1521.897385
'OVER UNDER',1.82,1794.374774
'ASIAN HANDICAP',1.78,1400.183225
'MATCH ODDS',3.47,1713.196461
'ASIAN HANDICAP',1.96,1876.605923
'MATCH ODDS',4,566.329148
'MATCH ODDS',4,577.740472
'ASIAN HANDICAP',1.94,1957.386577
'ASIAN HANDICAP',1.9,2068.899082
'OVER UNDER',2.18,1776.990592
'OVER UNDER',2.02,1790.484496
'ASIAN HANDICAP',1.94,2069.086495
'ASIAN HANDICAP',1.79,1719.88597
'OVER UNDER',1.73,1760.148646
'OVER UNDER',7.5,526.674558
'OVER UNDER',1.75,1786.249217
'ASIAN HANDICAP',2.19,1279.843512
'ASIAN HANDICAP',1.92,674.781604
'ASIAN HANDICAP',1.85,2071.303376
'OVER UNDER',1.9,1044.537487
'OVER UNDER',1.89,1779.041576
'ASIAN HANDICAP',1.85,1909.344685
'ASIAN HANDICAP',1.81,1071.2982
'ASIAN HANDICAP',1.98,1998.634823
'MATCH ODDS',1.8,1769.143328
'OVER UNDER',2,1783.582812
'ASIAN HANDICAP',2.07,1966.86447
'ASIAN HANDICAP',2.06,1997.717951
'ASIAN HANDICAP',1.95,1922.369748
'OVER UNDER',1.78,1782.424952
'OVER UNDER',2.07,1753.452895
'ASIAN HANDICAP',2.54,2006.859327
'ASIAN HANDICAP',2.12,2033.808268
'MATCH ODDS',3.3,1735.008544
'OVER UNDER',1.79,1768.492061
'ASIAN HANDICAP',2.6,1877.091829
'OVER UNDER',11.28,1599.601264
'OVER UNDER',2.07,1614.745011
'ASIAN HANDICAP',2.47,1888.299875
'MATCH ODDS',3.37,762.459589
'MATCH ODDS',3.25,1740.242852
